"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"11"		"分布在河北、山西、陕西、江苏、甘肃等省。"	"雄成虫体长约6毫米，雌虫8毫米；头黑色，顶部具1月牙形黄色斑；复眼和触角黑色，棒状11节；前胸黄色发达，中部具1“凸”字形黑斑，两侧各具1小黑点，鞘翅黄褐色，小盾片和鞘翅中缝黑色；头、胸、腹、腹面及3对足均黑色。头部深嵌入前胸，具粗刻点，触角向后伸达鞘翅肩部之后。前胸背板宽，后缘中部拱弧，表面刻点粗密。小盾片半圆形。鞘翅刻点稀。雌虫腹部大，末端露在鞘翅外。卵长椭圆形，长1．8毫米，黄色至橙色。末龄幼虫体长约10～13毫米。背黑褐色纺锤形，腹面浅黄色；头黑褐色，前胸、腹末节深褐色，余各节背面具3排大小不一的深褐色肉瘤，瘤上生刚毛。裸蛹浅黄色至橙黄色，蛹长6～7毫米。"	"黑缝油菜叶甲"	"昆虫纲"	"鞘翅目"	"叶甲科"	"油菜、荠菜、青菜、甘蓝、萝卜等十字花科蔬菜。"	"甘肃、陕西、山西等省年生1代，以卵在油菜根部表土内、土缝中、土块或枯叶下越冬。翌春油菜返青时开始孵化，幼虫期4龄，3月下至5月上旬为害油菜、荠菜、白菜等，幼虫喜在8～17时为害，夜间、早晚及阴雨天潜伏在土块下，幼虫喜光有假死性，5月上旬后，老熟幼虫钻入土中2～6厘米处作土室化蛹，经10～15天羽化为成虫。5月下旬进入羽化盛期，成虫出土后继续为害，待油菜黄熟后，成虫潜入土中10～22厘米处越夏，9月下旬至10月中旬，成虫又复出土为害幼苗，10月上至11月上旬交尾产卵，雌虫把卵产在油菜根部土缝中，20～40粒聚成小堆，每雌产卵200粒左右，11月上旬雄虫多死于地面。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Entomoscelis suturalis Weise"	"fp00364"	"对该虫采取“预防为主，综合防治”的方针，加强虫情测报，农业防治、化学防治相结合。(1)冬、春油菜品种搭配种植，生产上春油菜发生虫害轻，因此扩大春油菜种植面积，可有效控制该虫为害。(2)加强管理，增肥灌水。冬油菜生长期虫情消长与降水量和灌水关系密切，搞好管理，做到壮苗抑虫，减轻为害。(3)掌握时机喷药治虫。一是土内施药，每667m 2 用2．5％辛硫磷粉2kg对细土30kg，于播种时撤入土表，然后耙入或翻入土中，可防治越夏成虫及越冬卵块。二是油菜出土后至越冬前，发现成虫迁入田内为害时，喷洒2．5％辛硫磷粉1～1．5kg，歼灭成虫，防止产卵及越冬。三是油菜返青前，定期、定点检查卵块密度和孵化率，每平方米内有一堆卵块，孵化率高于80％，在油条返青后抽苔前，幼虫初发阶段喷撒2％巴丹粉剂，每667m 2 l．5～2kg。四是油菜荚期发现羽化成虫为害时，喷洒50％辛硫磷乳油1500倍液或50％马拉硫磷乳油1000倍液、2．5％功夫菊酯乳油1500倍液、20％绿•马乳油1500～2000倍液、0．6％无名霸(苦参烟碱醇液)1000～1500倍液。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/黑缝油菜叶甲.jpg"
"12"		"分布在山西、陕西、华东、华中、华南、台湾、内蒙古、福建、广西、四川、云南、西藏等省。"	"成虫体长20毫米，翅展38～54毫米。头胸白色，稍带褐色。下唇须3节，额侧缘和触角黑色；胸足具黑带，腿节上方橙色。腹部背面橙色，腹末及腹面白色，腹部各节背面、侧面和亚侧面具黑点。前翅灰白色，略带粉红色，除前缘区外，脉间带褐色，中室上角和下角各具2个黑点，其中1黑点不明显。后翅亦灰白色，有时具黑色亚端点数个。雄虫前翅浅灰褐色，前缘灰黄色，中室亦有黑点4个，后翅颜色较深。卵黄色，球形，底稍平。幼虫体长35～43毫米，头褐黑色具白斑，体黑色，毛簇红褐色，背面具白色宽带，侧毛突黄褐色，丛生黑色长毛。蛹长22毫米，土黄色至枣红色，腹背上有刻点。茧薄，灰白色。"	"八点灰灯蛾"	"昆虫纲"	"鳞翅目"	"灯蛾科"	"菜心、白菜、甘蓝等十字花科蔬菜和柑桔、桑、茶叶、稻叶等。"	"年生2～3代，以幼虫越冬，翌年3月开始活动，5月中旬成虫羽化，每代历期70天左右，卵期约8～13天，幼虫期16～25天，蛹期7～16天。广东5月幼虫开始为害，10～11月进入高峰期，成虫夜间活动，把卵产在叶背或叶脉附近，卵数粒或数十粒在一起，每雌可产卵140粒，幼虫孵化后在叶背取食，末龄幼虫多在地面爬行并吐丝粘叶结薄茧化蛹，也有的不吐丝在枯枝落叶下化蛹。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Creatonotus transiens(Walker)"	"fp00365"	"(1)农业防治。耕翻土地，可消灭一部分在表土或枯叶残株内的越冬幼虫，减少虫源。(2)抓住成虫盛发期和幼虫2龄前喷洒25％灭幼脲3号悬浮剂500～600倍液、40％氰戊菊酯乳油3000倍液、2．5％功夫乳油2000倍液、20％灭扫利乳油或2．5％天王星乳油3000倍液、20％绿•马乳油2000倍液效果都较好。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/八点灰灯蛾.jpg"
"13"		"分布在台湾，福建、海南。"	"成虫体黄绿色，前翅中央外方具2个白色斑点；近翅基部上方具1黑色粗纹，后翅黄白色。卵乳白色，数粒或数十粒排成鱼鳞状。幼虫绿色，背线、亚背线乳白色，有粗大褐色侧线；蛹褐色。"	"大菜螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"十字花科蔬菜。"	"大菜螟在台湾、海南全年可见，1～4月发生较少，5月以后逐渐增多，进入雨季发生量也不受影响，9～11月进入发生高峰期，干旱季节虫口密度大，成虫喜欢把卵产在叶背或心叶上，初孵幼虫多群聚为害心叶，后吐丝分散，致叶缘纵卷，幼虫藏在卷叶内为害，秋后老熟幼虫潜入土中结淡褐色茧化蛹。其发生与莱粉蝶有互为消长的现象。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Crocidalomia binotalis Zeller"	"fp00366"	"参见黑纹粉蝶。此外还可喷洒50％二氯松乳剂1000倍液或58％乃力松乳油1000倍液、3％苏力菌(每克含300亿孢子)1500倍液，隔10天1次。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/大菜螟.jpg"
"14"		"分布新疆、宁夏、甘肃、青海、内蒙古等省区。"	"雌成虫体长6．5～8毫米，宽3．5～4．5毫米；雄虫体长7～8．2毫米，宽3．4～4．2毫米，椭圆形，外形与菜蝽相近，新疆菜蝽花纹呈黄、白、橙红,具黑斑，但黄色部分较多。头黑色三角形，宽大于长约1．8倍，有3个黄白色小斑点，边缘黄白，头侧叶长于中叶，且在头前方汇合，侧缘浅色，触角5节，黑色，被浅色细毛，复眼紫红，喙黑，长达中足基节；前胸背板前缘凹，后缘直，侧缘直且光滑，侧角缘、前侧缘及中域“T”字纹，黄白色。小盾片三角状，基部具大黑斑，亦为三角形，近末端两侧各具1小黑斑，顶端橙红色。前翅革片外缘色浅，中间具1小黑斑，膜片黑，边缘无色。足黄黑相间。体下方黄，腹部各节中央均具小黑斑钝，具6块黑斑，前2后4，后4个斑多合并成2块大斑。前2个，各节两侧和顶角处有小黑斑1个，侧接缘黄黑相间。五龄若虫体长4．5～5．0毫米，宽3．5～3．8毫米，椭圆形，花纹黄色成份居多；头三角形，侧叶外缘黑色，每侧各生1黄斑，余黑色；复眼、触角、喙黑色，喙达后足基节；前胸背板前缘略凹，两侧黑斑近方形。小盾片三角形，两侧各生1黄斑，余黑色。翅芽外缘上端色浅，余黑色，达第3腹节末端。足黄黑相间，上被浅细毛。腹部背面黄色至橙红色，4、5、6腹节中央各具臭腺孔1对。腹末端黑色，体下方黄色，腹部各节中间及侧缘各具大黑斑1块。"	"新疆菜蝽"	"昆虫纲"	"半翅目"	"蝽科"	"分布新疆、宁夏、甘肃、青海、内蒙古等省区。"	"新疆年生2～3代，以成虫在田边或田埂杂草落叶下越冬，翌年4月下旬迁入菜田为害。进入9月中旬第二代部分成虫及第三代成虫陆续越冬。成虫产卵部位与寄主植株高度有关，植株矮小产卵在地面上，植株高大多产在叶片或果实上。卵聚生平铺，每块卵多为12粒，个别8粒，一般10～11粒，初孵若虫常群集在卵壳旁，一、二龄多在植株顶部叶片上群集，三龄后分散为害，四、五龄若虫和成虫多在植株上中部取食。内蒙古成虫6月始发，7～9月进入盛发期，5龄幼虫8月大量出现。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Eurydema maracandicum Oschanin异名E．festiva Linnaeus"	"fp00367"	"(1)冬耕和清理菜地，可消灭部分越冬成虫。(2)人工摘除卵块。(3)药剂防治，可用21％灭杀毙乳油1000～2000倍液或2．5％溴氰菊酯乳油2000倍液、50％辛．氰乳油2000倍液。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/新疆菜蝽.jpg"
"15"		"分布在新疆、宁夏、内蒙古、前苏联。"	"成虫雄虫体长6．3毫米，宽3．3毫米，雌虫体长7．8毫米，宽3．8毫米，尖圆形，全体淡黄略带青色，背面布有微小刻点和蓝黑色花纹。头前圆，头侧叶长于中叶，头后缘具黑横带1条，前正中有1个梭形白纹间于黑斑中，形成黑白相间的固定花纹。触角5节黑色，喙黄色，末端黑色伸达中足基节。复眼黑色，基部白色。前胸背板前缘内弯，黄白色，稍后具黑横带1条向两侧延伸拐向两后角，背中具“八”字形黑纹，近前角的黑纹中各具1个小白斑；小盾片中线至端部具1白色箭纹，两侧具鱼钩状白纹，两纹弯至中部与箭纹相交，其余均为黑色。前翅革片内侧缘有黑色纵条，外侧近中部及末端各有1小黑斑，内侧近中央处有1不规则的大黑块；侧接缘外露，黄黑相间。膜片暗褐，边缘淡色，稍伸过腹末。腹部腹面及足淡黄色，各腹节中部两侧各有1黑色横条，气门的后方有1黑狭斑，各节侧缘近节缝处各有1小黑斑。各足腿节近端及胫节两侧具黑纵纹，跗节黑色。若虫体淡青黄色，腹背稍突起，头顶具空心箭纹，后缘黑色，前胸背板上有2个方形黑块，块中具细白纹2条，小盾片上生1“四”字形三角形黑纹，翅芽上有黑纹3条，腹背中线及侧缘各生不正形黑斑5个。"	"巴楚菜蝽"	"昆虫纲"	"半翅目"	"蝽科"	"十字花科植物，在内蒙古还为害宽叶独行菜、藜、胡麻，在新疆还为害小麦。"	"宁夏年生2代，以成虫在枯叶下或杂草丛中越冬，翌年春天开始为害，卵产在寄主叶背或茎上。在内蒙古成虫6月始发，7～8月进入盛发期，五龄若虫7月大量出现。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Eurydema wilkinsi Distant"	"fp00368"	"(1)采毁卵块。(2)捕杀成虫和若虫。(3)收获后清除落叶和杂草，秋季深耕以减少越冬虫口密度。(4)药剂防治见新疆菜蝽(3)。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/巴楚菜蝽.jpg"
"16"		"分布在西藏、云南、印度、缅甸等地。"	"成虫体长7．5～9．9毫米，宽3．7～5．4毫米。椭圆形，橙黄或大红色，有紫蓝色黑斑。头部黑色，侧叶比中叶长，汇合于中叶前端，侧缘向上卷，色浅。复眼黑褐色，单眼红褐色。触角黑色，多明显短于体长之半，少数等于体长之半。头部腹面黑色，具小颊，触角基色淡，喙黑色，伸达中足基节后端。前胸背板橙黄色或大红色，前缘、侧缘上卷，具黑斑6块，前2块横长近三角形，后4块较大。小盾片基部中央有1个三角形大黑斑，后端每侧各具小黑斑1个，致小盾片呈现后端为箭头状的“Y”型浅色斑。前翅革质部内半黑色，在近端部处形成的宽横带黑色。前翅外半和端缘色浅，前缘中部、后部各生黑斑1个。膜片黑褐色，有透明的白色边缘，整齐。胸部腹板黑色。胸侧板多色浅，具不整的黑斑呈弧状或近四方形，黑斑中央具浅色斑。各足黑色，腿节基半或大部、胫节中间黄白色。腹部背面红色，腹端部黑色，腹背板不全黑。腹部腹面黄白色，各节前半中央1横长大黑斑常有变异。雄虫生殖节从后腹面观侧叶中间深凹，中央舌形骨片近于两块三角形，近内角基部具毛丛。五龄若虫体长5．4～7．5毫米，宽3．8～4．8毫米。头黑色，侧叶比中叶长，汇合于中叶前端，侧叶中间有长形浅斑。复眼、触角、喙黑色，触角基色浅，喙伸达中足基节。前胸背板桔黄至桔红色，中线两侧各有近方形大黑斑1块。小盾片及翅芽黑色，胸部腹面黄白色，足黑色。腹背外围黄白色，至中央各黑斑间桔红色。中央有4块向后渐短的横长黑斑。腹末2节黑色。腹部腹面黄白色。以上各黑斑均带紫蓝色光泽。 本种与菜蝽E．dominulus相近，但胸侧板通常没有完整的大黑斑；触角等于或短于体长之半别于菜蝽。"	"印缅菜蝽"	"昆虫纲"	"半翅目"	"蝽科"	"甘蓝、白菜、油菜、马铃薯、青稞、小麦等。"	"印缅菜蝽在西藏亚东、吉隆年生1代，以成虫在石块下、地边杂草丛中越冬，翌年4月出蛰，9月逐渐羽化为成虫，10月份成虫陆续越冬。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Eurydema lituriferum(Walker)"	"fp00369"	"参见新疆菜蝽。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/印缅菜蝽.jpg"
"17"		"分布在甘肃、山西、河南、江苏、安徽、浙江、湖北、江西、湖南、福建、广西、贵州、云南、四川等省。"	"成虫体长3毫米，宽1．5毫米，长卵形，头、尾稍尖狭，背面蓝色带绿色光泽，腹面黑色。触角黑色，10节细长，基部2、3节棕黄色；足黑色，前、中足胫节带棕色，后足腿节黑色。头顶刻点细密；额瘤不显；触角之间宽，隆凸，唇基着生细毛，触角向后伸接近鞘翅中部，第2、3节等长，第4节较长，端部4节短粗；前胸背板次方形，宽大于长，侧边直形，表面具细密刻点。小盾片无刻点，略具紫色光泽，鞘翅上具粗刻点，排成11纵列。幼虫体长7～8毫米，黄白色，略扁。头、前胸背板，末节背板和各节毛突褐色，末节背板末端分两叉。"	"油菜蚤跳甲"	"昆虫纲"	"鞘翅目"	"叶甲科"	"白菜型油菜及多种十字花科植物。"	"陕西、甘肃年生1代，以成虫在土缝中或心叶及枯叶下越冬。翌年早春交尾，把卵产在油菜根部四周表土中，3月中旬孵化出幼虫开始为害油菜根茎，夏季主要为害叶片，当植株抽苔开花基部老叶陆续干枯时，幼虫又从叶柄，茎杆中转移或潜到根、茎、分枝或上部未脱落的叶中继续为害。幼虫期约1个月，蛹期18天。5月下旬羽化为成虫，继续为害花、荚，油菜黄熟后转移到土层下或杂草上越夏。秋季油菜出苗后又迁入为害。连作地，往往子叶尚未出土便把幼苗咬死。新羽化成虫有趋上性和群聚性，喜在上端主茎顶、角果尖端集中群聚取食，尤其在油菜成熟不整齐时尤为明显。此外还有趋绿性。成虫在田间由黄熟的植株向晚熟青绿部位集中，遇惊扰时纷纷落地假死，但很快复原，一般不轻易转移。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Psylliodes punctifrons Baly"	"fp00370"	"于秋季10月中、下旬，成虫产卵前喷洒2．5％辛硫磷粉剂或2％巴丹粉剂每667m 2 2kg，防效优异。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/油菜蚤跳甲.jpg"
"18"		"分布在东北、华北等地。"	"圆跳虫成虫体长1．2～1．5毫米，紫褐色长球状，两侧具黄白色斑纹，腹部具1弹器；卵圆形，直径0．095毫米，稍带浅褐色；幼虫浅紫色，体长0．35毫米。"	"黄星圆跳虫"	"昆虫纲"	"衣鱼目"	"圆跳虫科"	"萝卜、白菜、芥菜、油菜、塌棵菜、大豆、葫芦科植物、甜菜、食用菌等。"	"圆跳虫在黑龙江、吉林一带年生多代，生活史欠详。以成虫在土块下、枯枝落叶下越冬。翌春成虫开始活动，先为害杂草，后转到十字花科、豆科、葫芦科蔬菜上为害，交尾后不久即产卵在叶背面，成虫喜群集，善跳跃，极活泼，气温高及干旱年份苗期受害重。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Bourletiella hortensis Fitch异名：B．pruinosa Tullberg"	"fp00371"	"(1)发生重的地区或田块，收获后及时进行秋翻。(2)注意轮作倒茬，防止该虫扩展积集。(3)喷洒50％辛硫磷乳油或25％喹硫磷乳油1500倍液，防效可达95％。采收前9天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/黄星圆跳虫.jpg"
"19"		"分布在东北、华北等地。"	"菜白棘跳虫成虫体长1．9～2．0毫米，白色，密布污白色细毛，触角第3节上的感觉器很复杂，有杆状、毛状、锤状、乳突状，头部仅有拟单眼，无复眼，触角棒状，第4腹节上的弹器退化成一对爪状物，从透明的体背可见暗色的消化道；卵圆形，白色；幼虫与成虫相似。"	"菜白棘跳虫"	"昆虫纲"	"鳞翅目"	"跳虫科"	"萝卜、白菜、芥菜、油菜、塌棵菜、大豆、葫芦科植物、甜菜、食用菌等。"	"白棘跳虫在黑龙江佳木斯年生7～8代，以成虫在土表15～20厘米处越冬，在棚室全年为害。较耐寒，该虫喜潮湿和腐殖质。把卵产在土块间隙处，卵期25天。幼虫多在土下活动，成虫多集居在地面为害。气温20～25℃，相对湿度80～95％利其发生。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Onychiurus folsomi Sehaffer异名：O． fiwetayius"	"fp00372"	"(1)发生重的地区或田块，收获后及时进行秋翻。(2)注意轮作倒茬，防止该虫扩展积集。(3)喷洒50％辛硫磷乳油或25％喹硫磷乳油1500倍液，防效可达95％。采收前9天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/菜白棘跳虫.jpg"
"20"	"主要天敌有黄金小翅蜂科的Halticoptera ciculus(Walker)和小茧蜂科的Opius phaseoli Fischer。"	"分布在台湾。"	"成虫头部下端、触角、口须黄色，胸部黑色；中胸侧板上面1／3及胸腹板上绿黄色，足基节、腿节黄色，胫节和基节褐色；腹部黑褐色，光滑；背板后缘黄色，第9背板褐色，尾铗黄色；幼虫蛆状，白色。"	"菜潜蝇"	"昆虫纲"	"双翅目"	"潜蝇科"	"十字花科植物，偶而为害豌豆和番茄。"	"据台湾报道几乎全年均有出现，每年2～6月进入发生盛期，4月达高峰，幼虫老熟后从为害处钻出，在叶表或潜入土中化蛹，主要为害十字花科蔬菜，尤其是苗期甘蓝类、芥菜受害重。偶而为害番茄或豌豆。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Liriomyza brassicae(Riley)"	"fp00373"	"参见番茄斑潜蝇。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/菜潜蝇.jpg"
"21"		"分布全国各地。"	"成虫体长10～14毫米，体宽5～6．5毫米，长椭圆形，共13节，灰褐色，头部具1对线状触角；胸部8节，各节具1对足，腹部具7对腹足，尾节末端为两个片状突起。雌成虫体背暗褐色，隐约可见黄褐色云状纹，每节后缘具白边，雄虫较青黑。卵近球形至卵形，黄褐色。初孵幼虫白色，半透明，长约1．3～1．5毫米，宽0．5～0．8毫米，后逐渐变深，形态与成虫近似，仅大小、体色不同。"	"西瓜虫"	"甲壳纲"	"等足目"	"鼠妇科"	"在田间主要为害瓜类幼苗和十字花科蔬菜幼芽、嫩根及草莓等浆果。喜食油菜、芥菜、小白菜、番茄、黄瓜、南瓜、瓠瓜、大豆、豇豆、苋菜、空心菜、莴苣等叶片及食用菌等。"	"该虫胎生繁殖，离开母体即可自由活动取食，取食后体壁颜色变深，身体增大，隔一段时间需钻入土中蜕皮，每雌可繁殖110头，幼虫孵化后多随雌成虫群集在一起，约经1～2．5个月后开始独立生活，经1年成熟，多发生在阴暗潮湿墙角或石头、土块下，夜出为害，以晚上21～22时，清晨7～8时活动最盛，阴天也出来活动，幼苗及贴地果易受害，对圈肥及腐草有趋性，有负趋光性和假死性，受惊后立即卷缩成“西瓜”状。 此外，我国还有一种西瓜虫，学名为Porcellio scaber Latreille称球鼠妇，广布室内及潮湿之处，在田间也为害草莓。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Armadillidium vulgare Latreille"	"fp00374"	"(1)离村庄近的菜地、塘埂沟边处应加强防治。田园内不留杂草，在田埂、垅间堆集腐草进行诱杀。(2)菜地避免施用未充分腐熟的有机肥。(3)草莓田要注意垫果，八成熟即采收，防止过熟。(4)结合防治地下害虫喷药防治，在瓜类等蔬菜苗期，发现苗期虫量大时开始喷洒25％增效喹硫磷乳油1500倍液或20％虫死净可湿性粉剂2000倍液、10％吡虫啉乳油1500倍液，采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/西瓜虫.jpg"
"22"		"分布在云南、贵州、湖南、江西、福建等省。"	"成虫工蚁有大小二型：大型体长5～6毫米，体褐、栗褐色，腹部色较胸部淡；头近方形或矩形，后缘深凹，额中央具一条纵沟，触角9节，上颚内缘具2齿；无复眼、单眼；前、中胸背板之间缢缝不明显；腹柄节1节，胸部及腹柄节背面扁平。小型体长2．5～3毫米，体密黄色，额中央无纵沟。雄蚁体似胡蜂，具二对翅，体长17～23毫米，体表密生黄毛，翅黄色透明，复眼、单眼均发达。卵长椭圆形，长1毫米左右，乳白色。幼虫长2毫米左右，米黄色。蛹椭圆形，长4毫米左右，米黄色。"	"东方行军蚁"	"昆虫纲"	"膜翅目"	"蚁科"	"十字花科的萝卜、白菜、甘蓝、苔菜、芥菜，茄科的茄子、辣椒、西红柿和马铃薯，豆科的四季豆、豇豆，伞形花科的芫荽(胡荽)，菊科的莴苣等蔬菜植物，还有西瓜、凉薯、甘薯等，偶害柑桔。"	"有翅雄蚁有趋光性。卵多集产在寄主蔸部土下3～5毫米处，一处有卵数十至二百多粒。工蚁在湖南湘西低海拔区部分年份全年可发生为害，但以3～4月、5～7月、8～11月上旬共有3次繁殖、为害高峰，大多群集在植物蔸部地面上、下3厘米内的根、茎部或地面瓜果上为害，并在寄主蔸部土表以粪泥形成“蚁丘”，在蔸下土中形成“地道”，多经“地道”迁移，最深可达土下15．5厘米深处正常生活。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Dorylus orientalis Westwood"	"fp00375"	"(1)铲除附近小飞蓬、香丝草等杂草；清除瓜菜地等寄主残株蔸、瓜果。(2)在为害期，尤其为害高峰期如发现蔸部有“小蚁丘”或始见叶枯，立即用25％喹硫磷乳油1500倍液淋蔸，每隔10天左右1次，连用3次。(3)用“灭蟑螂(甲由)蚂蚁药”简称“灭蟑药”每15m 2 用1～3管，每管2克，分放10～30堆，湿度大的地方可把药放在玻璃瓶内侧，即可长期诱杀蚂蚁，还可兼治蟑螂。(4)浇90％晶体敌百虫加石灰1：1对水4000倍液，每窝灌对好的药液0．6kg，防效100％，采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/东方行军蚁.jpg"
"23"		"分布在内蒙古、辽宁、福建、广东、广西、四川、云南、西藏、陕西、甘肃、青海、宁夏、新疆、江西、河南等省区。"	"雌虫体长1．3～1．5毫米，体灰褐到黑褐色，胸部稍浅，腹部顶端黑色；触角黑褐色，仅第3、4节黄色；腿节顶端和全部胫节、跗节黄至黄褐色；翅淡黄色；鬃黑色。头部长大于宽，较前胸略长，颊平行，头顶略凸，各单眼内缘色暗；单眼间鬃长，着生于三角形连线外缘。触角8节细长，第3节长是宽的3倍，第3、4节各着生一叉状感觉锥，前胸背板较平滑，前角各具一长鬃，前缘中对鬃稍长，后角各具2对长鬃，后缘有5对鬃。前翅脉鬃连续，上脉鬃18～20根，下脉鬃14～15根。第8腹背板后缘梳不完整。雄成虫较雌虫小而窄，足和触角黄色，腹部3～7腹板有似哑铃形腺域。二龄若虫触角7节，较瘦细，第1、2节端部，第3节两端白色。"	"禾蓟马"	"昆虫纲"	"缨翅目"	"蓟马科"	"空心菜、茄子、茄瓜、玉米、麦类、高粱、水稻等禾本科植物。"	"贵州年约生13代，越冬成虫于3月初开始活动，先后在小麦、稗草等春夏开花抽穗的寄主上繁殖4代左右，6月中旬后迁到稻株上产卵繁殖，禾蓟马在水稻、茭白上约发生8代，又迁至其他寄主上取食为害，在玉米上以成虫为主，苗期多隐藏在心叶喇叭口内，多在叶正面食伸展的叶片，仅次于玉米黄呆蓟马。禾蓟马羽化后不久即可交尾，经1～3天开始产卵，成虫寿命24天左右，产卵历期19天。禾蓟马成虫比稻蓟马、稻管蓟马活泼、善跳，稍有惊动即迅速跳开或举翅迁飞。禾蓟马在相对湿度50～90％均能发生，70～85％较适。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Frankliniella tenuicornis(Uzel)"	"fp00376"	"(1)苗期汰除有虫株，带出田外沤肥或深埋，可减少虫源。(2)必要时喷洒40％七星保乳油600～800倍液或10％吡虫啉或21％灭杀毙可湿性粉剂1500倍液。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/禾蓟马.jpg"
