"id"	"天敌"	"中文名"	"形态特征"	"地理分布"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"49"		"桑褐刺蛾"	"成虫体长15～18厘米，翅展31～39毫米，全体土褐色至灰褐色；前翅前缘近2／3处至近扁角或近臀角处，各具一暗褐色弧形横线，两线内侧衬影状带，外横线较垂，外衬铜斑不清晰，仅在臀角呈梯形；雌蛾体色、斑纹较雄蛾浅。卵扁椭圆形，黄色，半透明。幼虫体长35毫米，黄色，背线天蓝色；各节有背线前后各具l对黑点，亚背线各节具l对突起，其中后胸及1、5、8、9腹节突起最大。茧灰褐色，椭圆形。"	"陕西、河北、山东以南地区均有发生"	"昆虫纲"	"鳞翅目"	"刺蛾科"	"危害桃、葡萄、苹果、梨、柿、杨、柳、榆等多种植物。"	"每年发生2～4代，以老熟幼虫在树干附近土中结茧越冬。3代区成虫分别在5月下旬、7月下旬、9月上旬出现；成虫夜间活动，有趋光性，卵多成块产在叶背，每雌产卵300多粒。幼虫孵化后在叶背群集并取食叶肉，半月后分散危害，取食叶片。老熟后入土结茧化蛹。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Setora postornata Hampson"	"ap00555"	"参见黄刺蛾。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桑褐刺蛾.jpg"
"50"		"桑天牛"	"成虫：体褐黑色，密被黄褐色细绒毛，前朐背板有横隆起纹，两侧各有一侧刺突，鞘翅基部有许多黑色有光泽的瘤状突起。卵：长约6mm，长椭圆形，略扁平。初产乳白色，近孵化淡褐色。幼虫：老熟幼虫体长约70mm，圆筒形，乳白色，前胸背板密生黄褐色刚毛和赤褐色点粒，并有凹陷的“小”字形纹。蛹：长约50mm,淡黄色。"	"分布于全国各地"	"昆虫纲"	"鞘翅目"	"天牛科"	"主要危害苹果、梨、桑、桃、杏、枇杷、无花果、樱桃等果树和柳、榆、槐等林木"	"二至三年完成一代，以幼虫在被害树干内越冬，幼虫经两个冬、春，第三年复化蛹。成虫取食嫩梢皮层、叶片及嫩芽。成虫有趋光性，卵多产于2～4年生小枝上，产卵前先将皮层咬成“U“形伤口，卵产于伤口内。初孵幼虫先向枝条上方蛀食约10mm，然后调头向下蛀食。蛀道直，无虫粪，每隔一定距离向外咬一排粪孔。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"		"ap00556"	"(1)人工捕杀。 (2)药剂防治。用80％敌敌畏乳油或40％乐果乳油50倍液注入幼虫蛀孔，或用棉球沾取药液塞入孔内，再用粘泥封口，对幼虫具有较好毒杀效果。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桑天牛.jpg"
"51"		"山楂叶螨"	"成螨：雌成螨卵圆形，体长0．54～0．59mm，冬型鲜红色，夏型暗红色。雄成螨体长0．35～0．45mm，体末端尖削，橙黄色。卵：圆球形，春季产卵呈橙黄色，夏季产的卵呈黄白色。幼螨：初孵幼螨体圆形、黄白色，取食后为淡绿色，3对足。若螨：4对足。前期若螨体背开始出现刚毛，两侧有明显墨绿色斑，后期若螨体较大，体形似成螨。"	"分布广，尤以北方梨、苹果产区受害较重"	"昆虫纲"	"鳞翅目"	"叶螨科"	"主要危害梨、苹果、桃、樱  桃、山楂、李等多种果树"	"北方地区一年发生6-10代，以受精雌成螨在主干、主枝和侧枝的翘皮、裂缝、根颈周围土缝、落叶及杂草根部越冬，第二年苹果花芽膨大时开始出蛰危害，花序分离期为出蛰盛期。出蛰后一般多集中于树冠内膛局部危害，以后逐渐向外堂扩散。常群集叶背危害，有吐丝拉网习性。9～10月开始出现受精雌成螨越冬。高温干旱条件下发生并危害重。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"		"ap00557"	"(1)萌芽前刮除翘皮、粗皮，并集中烧毁，消灭大量越冬虫源。 (2)出蛰期喷药：50％硫悬浮剂300倍液；0．2～0．3玻美度石硫合剂。 (3)生长期喷药：5％尼索朗乳油2000倍液；73％克螨特乳油3000～4000倍液；20％灭扫利乳油3000倍液。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/山楂叶螨.jpg"
"52"		"桃粉蚜"	"无翅胎生雌蚜体长2．3毫米，宽1．1毫米，长椭圆形，绿色，被覆白粉，腹管细圆筒形，尾片长圆锥形，上有长曲毛5～6根。有翅胎生雌蚜体长2．2毫米，宽0．89毫米，体长卵形，头、胸部黑色，腹部橙绿色至黄褐色，被覆白粉，腹管短筒形，触角黑色，第3节上有圆形次生感觉圈数十个。卵椭圆形，长0．5～0．7毫米，初产时黄绿色，后变黑绿色，有光泽。若虫形似无翅胎生雌蚜，但体小，淡绿色，体上有少量白粉。"	"我国南北果区都有分布"	"昆虫纲"	"同翅目"		"越冬及早春寄主(第1寄主)除桃外，还有李、杏、梨、樱桃、梅等果树及观赏树木。夏、秋寄主(第2寄主)为禾本科杂草。"	"每年发生20代左右，属全周期乔迁式。主要以卵在桃、李、杏、梅等枝条的芽腋和树皮裂缝处越冬。第2年当桃、杏芽苞膨大时，越冬卵开始孵化，以无翅胎生雌蚜不断进行繁殖；5月中下旬桃树上虫口激增，危害最重，并开始产生有翅胎生雌虫，迁飞到第2寄主危害；晚秋又产生有翅蚜，迂回第l寄主，继续危害一段时间后，产生两性蚜，性蚜交尾产卵越冬。桃粉蚜扩大危害，主要靠无翅蚜爬行或借风吹扩散。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Hyalopterus arundimis Fabricius"	"ap00558"	"(1)农业防治。消灭越冬卵，结合冬季修剪，除去有虫卵的枝条，可减少第2年的虫源。 (2)生态防治。桃粉蚜天敌很多，如瓢虫、草蛉、食蚜蝇等。瓢虫、草蛉对桃粉蚜的分布场所有跟踪现象，l头七星瓢虫、大草蛉一生可捕食4 000—5 000头蚜虫。1只大食蚜蝇幼虫1天可捕食几百头蚜虫。因此，在用药时要尽量减少喷药次数，尽量选用有选择性的杀虫剂。 (3)药剂防治。在卵量大的情况下，可于萌芽前喷洒波美3～4度的石硫合剂或5％柴油乳剂。参见桃蚜防治方法。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃粉蚜.jpg"
"53"		"桃红颈天牛"	"成虫：体长26～37m、宽8～10 mm，体亮黑色，前胸背面棕红色成全黑色，有光泽，背面有瘤突4个，两侧各具刺突1个。雄虫前胸腔面密布刻点，触角长出虫体约1/2。雌虫前胸腹面无刻点，但密布横皱，触角稍长于虫体。身体两侧各具一分泌腺，平时具一种恶臭味，受惊或被捕捉时射出具恶臭味的白色液体。鞘翅表面光滑，基部较前胸为宽，后端狭窄。 卵：长椭圆形，乳白色，使6～7 mm，光滑略有光泽。 幼虫：老熟体长42～52 mm，乳白色，前胸较宽广，体前半部各节呈扁长方形；后半部稍呈圆筒形，体两肋密生黄棕色组毛，前胸背板前半部横列4小黄褐色斑块，背面的2个各里横长方形，前缘中央有凹缺，后半部背面谈色，有纵皱纹，位于两侧的黄褐色斑块赂呈三角形，胴部各节的背面及腹面稍微窿起，并具横皱纹。 蛹：体长25～36 mm；初为乳白色，后渐变为黄褐色，前胸两侧各具1刺突。"	"国内分布遍及省地"	"昆虫纲"	"鞘翅目"	"天牛科"	"寄主有桃、杏、梨、梅、樱桃、苹果、梨、柳等多种果树及林木植物。"	"此虫2～3年发生l代；以幼龄幼虫（第1 年）和老熟幼虫(第2年)越冬。除成虫阶段在树上活动外，其余各虫态均在树干内，成虫5～8月间出现。成虫羽化后在树干蛇道中停留3～5 d后外出活动，雌虫遇惊忧后即行飞逃，雄虫则多逃避或自树上坠下。成虫外出活动2～3 d后开始交尾产卵。可多次交尾，卵产于枝干树皮缝隙内，近地面35 cm以内树干产卵最多。产卵期1周左右，卵期8 d左右。初孵幼虫向下蛀食韧皮部，秋末在被害皮层下越冬。次年春季幼虫活动继续向下蛀食至木质部，形成短浅的椭圆形继道，蛀道不规则，危害至秋末即在此隧道内越冬。第3年继续向木质部深处蛀害，幼虫老熟后于蛀道内作蛹室化蛹，蛹室在蛀道末端，老熟幼虫化蛹前，先做羽化孔，但孔外韧皮部仍保持完好。幼虫危害时，由上向下，在木质部蛀成弯曲不规则蛀道，蛀道可下达主干土面下8～10 cm处，常在干周蛀孔外堆积大量红褐色粪屑。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Aromia bungii (Faldermann)"	"ap00559"	"1.成虫羽化出孔期比较整齐，此间可捕打成虫，效果很好。 2.成虫产卵盛期或幼虫孵化期，用80%敌敌畏乳油或75%辛硫磷乳油，50%对硫磷乳油，40%乐果乳油，50%杀螟松乳油，40.7%乐斯苯乳油，50%马拉松乳油点滴虫孔或粗皮缝隙，防效均好。 3.防治成虫产卵。即成虫产卵前，在树干涂刷石灰水或硫黄石灰水(硫磺l份：石灰10份：水10份)。 4.经常检查树干，发现虫粪时，同铁丝钩杀树皮下的小幼虫，或将蛀道内木屑与粪便掏出，注射5～10倍的上述药液(见第2 条)，将蛀孔用泥封好，或塞入1～2个沾药液棉球，均有良好的防治效果。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃红颈天牛.jpg"
"54"		"桃剑纹夜蛾"	"成虫体长18～22毫米；前翅灰色，有3条黑色剑状纹，1条在翅基部呈树枝状，2条在端部，翅外缘有1列黑点。卵黄白色，表面有裂纹。幼虫体长约40毫米；体背有1条橙黄色纵带；两侧每节有1对黑色毛瘤，腹部第1节背面为一突起的黑毛丛。蛹长10～20毫米，棕褐有光泽，腹部末端有8个钩刺。"	"国内发生普遍"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"主要危害桃、梨、苹果等果树以及桑、杨等树木。"	"每年发生2代，以蛹在地下土中或树洞等处越冬，越冬代成虫发生期在5月中旬到6月上旬，第1代成虫发生期在7—8月份；卵散产于叶片背面叶脉旁边或枝条上。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Acronycta incretata Hampson"	"ap00560"	"虫量较少，不必单独防治。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃剑纹夜蛾.jpg"
"55"		"桃潜叶蛾"	"成虫体长3毫米，翅展6毫米，体及前翅银白色；前翅狭长，附生3条黄白色斜纹，翅前端有黑色斑纹。卵扁椭圆形，无色透明。幼虫体长6毫米，胸部淡绿色，体稍扁，有黑褐色胸足3对。茧扁枣核形，白色，茧两侧有长丝粘于叶片上。"	"分布在河南、安徽、山东等地"	"昆虫纲"	"鳞翅目"	"潜叶蛾科"	"危害桃、杏、李、樱桃、苹果、梨等"	"每年发生约7代，以成虫在桃园附近的梨树、杨树等树皮内，以及杂草、落叶、石块下越冬。第2年桃树展叶后成虫羽化，产卵于叶表皮内。老熟幼虫在叶内吐丝结白色薄茧化蛹。5月上旬发生第1代成虫，以后每月发生1次，最后l代发生在11月上旬。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Lyonetia  clerkella  L．"	"ap00561"	"(1)农业防治。冬季结合清园，扫除落叶烧毁。 (2)药剂防治。成虫发生期喷药，常用药剂有50％杀螟松乳剂1000倍液，功夫乳油3 000倍液。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃潜叶蛾.jpg"
"56"	"幼虫天敌有绒茧蜂寄生。"	"桃天蛾"	"成虫体长36～46毫米，翅展80～120毫米；体及翅灰褐色，复眼黑褐色，触角短栉状浅灰褐色，头胸背中央有一深色纵脉；前翅内横线双线，中横线和外横线为带状，及近外缘部分均黑褐色，近臀角处有1～2个黑斑；后翅粉红色，近臀角处有2个黑斑。卵椭圆形，长1．6毫米，绿至灰绿色。幼虫体长80毫米，黄绿至绿色，体表密生黄白色颗粒；胸部侧面有1条、腹侧有7条黄色斜纹，自各节前缘下侧向上方斜伸，止于下一体节背侧近后缘，第7腹节者止于尾角；尾角粗长，生于第8腹节背面；气门椭圆形，围气门片黑色。蛹长45毫米左右，深褐色，臀棘锥状。"	"各地均有发生"	"昆虫纲"	"鳞翅目"	"天蛾科"	"危害桃、樱桃、樱花、紫薇、海棠、核桃、李、杏、梅、苹果、梨、枣、枇杷、葡萄等多种植物。"	"东北每年发生1代，河北、山东、河南2代，安徽、江西3代。均以蛹于土中越冬。2代区越冬代成虫5月中旬至6月中旬发生；第1代幼虫5月下旬至7月发生危害，6月下旬开始老熟入土化蛹，第1代成虫7月发生，8月仍可见少数成虫；第2代幼虫7月下旬开始发生，至9月上旬开始陆续老熟人土化蛹越冬。成虫昼伏夜出，黄昏开始活动，有趋光性。卵散产于枝干皮缝中，偶有产在叶上者，每雌可产卵170～500粒。成虫寿命平均5天。卵期7天左右。老熟幼虫多于树冠下疏松的土内化蛹，以4～7厘米深处较多。幼虫天敌有绒茧蜂寄生。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Marumba gaschkewitschi gaschkewitschi Bremer et Grey"	"ap00562"	"(1)农业防治。冬季翻耕树盘挖蛹；捕捉幼虫。 (2)物理防治。用灯光诱杀成虫。 (3)药剂防治。当3龄幼虫每平方米达到3～5头时，喷药防治，常用药剂及其每667平方米用量为2．5％溴氰菊酯乳油35～45毫升，20％氰戊菊酯乳35～45毫升，4．5％高效氯氰菊酯乳油35～45毫升，加水喷雾。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃天蛾.jpg"
"57"		"桃小食心虫"	"成虫体长7～8毫米，翅展16—18毫米；体灰白色或浅灰褐色；前翅中部有一蓝灰色三角形大斑，基部中央部分具有7簇黄褐色的斜立鳞片。卵呈圆形，深红色，上有“Y”形刺。末龄幼虫体长13—16毫米，全体为桃红色；幼龄幼虫为体白色，腹足趾钩排成单序杯式，无臂栉。蛹长6．5～8．6毫米，体淡黄白色至黄褐色，体壁光滑无刺。"		"昆虫纲"	"鳞翅目"			"在山东、河北等地区每年发生1代，也有发生2代，以老熟幼虫在l～13厘米的土层中结茧滞育越冬。越冬幼虫在5月中旬开始出土，6月中下旬为出土盛期，在此期间如果有适当的雨水或灌溉水，则幼虫出土时间短；如果干旱无水，则出土时间拉得很长，可达60多天。出土后1～2龄的幼虫爬向树干基部附近的土块或杂草的缝隙间做夏茧，在其间化蛹。越冬代在7月下旬为羽化盛期。第l代幼虫主要蛀食杏和桃果，幼虫在果实中发育成熟后，往外咬一圆孔脱出果外，直接落入土中结茧化蛹。第2代幼虫在8月下旬后开始脱果。成虫羽化后白天不活动，日落后l～3小时内最活跃，无明显的趋光性和趋化性，羽化l～3天后产卵，卵多产在苹果的萼洼处。幼虫孵化后从果实胴部蛀入果实，直入果心，取食果实种子，然后食果肉，幼虫期一般为13～25天。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Carposina nipponensis Walsingham"	"ap00563"	"(1)农业防治。在早春越冬幼虫出土前，将树根颈基部土壤扒开13～16厘米，刮除贴附表皮的越冬茧；于第l代幼虫脱果时，结合压绿肥进行树盘培土压夏茧；果实受害后，及时摘除树上虫果和拾净落地虫果。 (2)物理防治。用黑光灯诱杀成虫。 (3)药剂防治。地面防治于5月中旬，当越冬幼虫连续出土3～5天，且出土数量日增时，或利用桃小性诱剂诱到第1批成虫时，向树盘及树冠下的梯田壁喷施药剂，杀死出土越冬幼虫。常用药剂有25％对硫磷微胶囊剂300倍液，75％辛硫磷乳油300倍液，50％地亚农乳油300倍液，每667平方米用商品药500克。或用上述药剂配制药土(药：水：细土为1：5：30)撒施。施药前应先除去杂草，施药后用锄头轻耙表土，以利提高防治效果。 树上防治主要是消灭虫卵和初孵化的幼虫。当性诱剂诱捕器连续诱到成虫，树上卵果率为0．5％～1％时，开始进行树上喷药，常用药剂有50％对硫磷乳油1 000倍液，对卵和幼虫均有触杀作用，可杀死蛀入果内2～3天的幼虫，但残效期仅1～3天；50％杀螟硫磷乳油1 000倍液，效果较好；2．5％溴氰菊酯2000倍液，10％氯氰菊酯1 000～2 000倍液，20％尔灭菊酯2 000～4 000倍液，杀虫率较高，但此药剂为广谱性杀虫剂，对天敌有杀伤力，故在一年中不宜连续使用2次以上。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃小食心虫.jpg"
"58"		"桃蚜"	"有翅胎生雌蚜头、胸部均为黑色，腹部淡暗绿色，背面有淡黑色的斑纹；复眼赤褐色，额瘤很发达，且向内倾斜；腹管绿色，很长，中后部稍膨大，末端有明显的缢缩；尾片绿色而大，具有3对侧毛。无翅胎生雌蚜全体绿色，但有时为黄色至樱红色，额瘤同有翅蚜。"	"我国各地均有分布"	"昆虫纲"	"同翅目"		"主要危害桃叶，还危害李、樱桃、烟草、白菜等多种果树、蔬菜及农田作物。"	"桃蚜在我国华北地区每年发生10余代，长江流域每年发生20余代，华南地区每年发生达30余代。以卵在桃树枝梢芽腋、树皮和小枝权等处越冬。桃蚜属迁移性害虫，桃树为越冬寄主。于早春芽萌动时越冬卵开始孵化，若虫危害桃树的嫩芽，展叶后群集叶片背面危害，吸食叶片汁液。3月中下旬开始孤雌胎生繁殖，5月间产生翅芽，并迁飞到越夏寄主如烟草、甘蓝上繁殖危害，8—9月又大量产生有翅蚜迁飞到白菜上繁殖危害，到10月间产生的雌母迁返桃树，由雌母产生有性蚜，有性蚜交尾后，在桃树上产卵越冬。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Myzus persicae Sulzer"	"ap00564"	"(1)农业防治。利用蚜虫对银灰色的负趋性特点，悬挂银灰色塑料薄膜以驱蚜。 (2)生物防治。保护和利用天敌，如瓢虫、草蛉、食蚜蝇等对桃蚜都有很好的控制作用。 (3)药剂防治。越冬卵量较多的情况下，于桃芽萌动前喷5％蒽油乳剂或柴油乳剂，杀灭越冬卵；于春季桃树开花前，越冬卵全部孵化，若蚜集中叶上危害，但尚未转叶之前喷药，常用药剂及每667平方米用量为50％抗蚜威33～50克，10％吡虫啉可湿性粉剂15～20克，3％啶虫咪乳油40～45毫升，2．5％溴氰菊酯20～30毫升，40％乐果80～100克，2．5％功夫菊酯10～20毫升，10％氯氰菊酯乳油l 8～30毫升；在桃树落花后至初夏和秋季桃蚜迁回桃树时也可喷施上述药剂进行防治。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃蚜.jpg"
"59"		"桃一点叶蝉"	"成虫体长3．1～3.3毫米，淡黄、黄绿或暗绿色；头部向前成钝角突出，端角圆；头冠及颜面均为淡黄或微绿色，在头冠的顶端有1个大而圆的黑色斑，黑点外围有一晕圈；复眼黑色；前胸背板前半部黄色，后半部暗黄而带绿色；前翅半透明淡白色，翅脉黄绿色，前缘区的长圆形白色蜡质区显著，后翅无色透明，翅脉暗色；足暗绿，爪黑褐色；雄虫腹部背面具有黑色宽带，雌虫仅具1个黑斑。卵长椭圆形，一端略尖，长0．75～0．82毫米，乳白色，半透明。若虫体长2．4～2．7毫米，全体淡黑绿色，复眼紫黑色，翅芽绿色。"	"各地均有分布"	"昆虫纲"	"同翅目"	"叶蝉科"	"危害桃、葡萄、桂花、樱花、海桐等植物。"	"每年发生代数因地域差异而不同，南京一带年发生4代，福州、南昌一带年发生6代。以成虫潜伏干落叶、杂草堆中，树皮隙缝及常绿树杉、柏等丛中越冬。第2年3月桃、梅萌发后即迁往桃花、梅花、樱花等寄主上危害。各代成虫出现期为4月上旬至7月中旬第1代，7月上旬至8月下旬第2代，8月中旬至9月中旬第3代；8月下旬至第2年5月中旬越冬代。各代卵期6～29天，若虫期13～21天，成虫寿命12～33天，越冬成虫长达5～6个月。第1代发生较整齐，从第2代起，各世代重叠现象明显。卵多散产在叶背主脉内，少数产于叶柄内，孵化后留下焦褐色长形破缝。每头雌成虫可产卵40—160粒左右。若虫喜欢群集于叶背危害。成、若虫有横向爬行的习性。成虫在晴朗天气、温度高时活跃，清晨、傍晚和阴雨天不活动，无趋光性。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Erythroneura sudra Distant"	"ap00565"	"(1)农业防治。秋后彻底清除落叶和杂草，集中烧毁，以减少虫源。 (2)药剂防治。防治上必须掌握3个关键时期：一是3月间越冬成虫迁入期，二是在5月中下旬的第l代若虫孵化盛期，三是在7月中、下旬果实采收后的第2代若虫孵化盛期。药剂选用对同翅目昆虫有特效而对天敌安全的高选择性药剂25％扑虱灵可湿性粉剂，每100升水中加入50～70克药剂喷雾。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃一点叶蝉.jpg"
"60"		"桃蛀螟"	"成虫体长12毫米左右，翅展25—28毫米；全身橙黄色；胸背有黑斑数个，腹部第l、3、4、5节背面各有黑斑3个，前翅有黑斑20余个，后翅有10余个。卵长约0．6毫米，椭圆形，初产时乳白色，后变红褐色。幼虫体长25毫米左右，暗红色；头前胸背板褐色；各体节有明显的黑褐色毛瘤。蛹体长10～14毫米，褐色，腹部上端有细长卷曲钩刺6个。茧灰褐色。"	"各地均有分布"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"除危害桃树外，还危害梨、苹果、杏、石榴、板栗、山楂、枇杷、龙眼、荔枝、向日葵、玉米、棉、麻、大豆等40余种植物。"	"在辽宁南部每年发生2代，山东3代，一般华北地区每年发生2—4代，均以老熟幼虫在树皮缝、树洞等处越冬。越冬代成虫于第2年5月下旬至6月中旬羽化，白天静伏于叶背阴暗处，夜间活动交尾产卵。成虫有强烈的趋光性。卵散产于桃果上，经l周左右孵化为幼虫，幼虫从果实肩部或躯干部蛀入果内危害。幼虫共5龄，经15～20天老熟。老熟幼虫在果内或果与枝叶相贴处化蛹，经8天左右后羽化，此代成虫于7月下旬至8月上旬发生。第2代成虫继续在晚熟品种的桃上产卵，并转移到栗、向日葵花盘、晚玉米上产卵，幼虫在这些寄主上危害至老熟后，爬到越冬场所结茧越冬。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"Dichocrocis punctiferalis Guenee"	"ap00566"	"(1)农业防治。早春桃树发芽前刮除老翘树皮，并连同果园附近的向日葵、玉米、高粱等秸秆一起处理，以消灭越冬幼虫；及时摘除虫果。 (2)物理防治。利用黑光灯诱杀成虫。 (3)化学防治。在成虫羽化产卵盛期喷药，常用药剂及每667平方米的用量为：2．5％三氟氯氰菊酯33毫升，20％甲氰菊酯40毫升，2．5％联苯菊酯8～24毫升，50％辛硫磷80毫升，40％乙酰甲胺磷乳油90毫升，5％抑太保乳油30—60毫升。每隔15天喷施1次。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/桃蛀螟.jpg"
"61"		"天幕毛虫"	"成虫：雌虫体长约20mm，棕黄色，触角锯齿状。前翅中央有深褐色宽带，宽带两边各有一条黄褐色横线。雄虫体长15～17mm，淡黄色，触角羽毛状，前翅具两条褐色细横线。卵：圆筒形，灰白色，数百粒密集成卵块。幼虫：老熟幼虫体长50～55mm，暗青色或蓝黑色，两侧各有两条橙黄色条纹。腹部各节背面具黑色毛瘤数个。蛹：体长17～20mm，黄褐色至黑褐色。"	"分布大部分梨区"	"昆虫纲"	"鳞翅目"	"枯叶蛾科"	"寄主植物有梨、苹果、海棠、桃、李、杏等果树和杨、柳、榆等林木。"	"一年发生一代，以完成胚胎发育幼虫在卵壳内越冬。第二年春季梨树发芽后幼虫破壳而出，群集小枝取食嫩叶，并逐渐向枝叉转移，吐丝结网危害，幼虫老熟后多枉叶背或附近杂草I：结茧化蛹。成虫有趋光性，卵产于当年生小枝，呈卵块。"	"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 张敏主编．看图诊治苹果 梨病虫害．成都：四川科学技术出版社，2003 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"		"ap00567"	"(1)冬季结合修剪，剪除有虫枝。 (2)人工摘除低龄幼虫结的网幕。 (3)低龄幼虫期喷药：90％晶体敌百虫1000倍液；50％辛硫磷乳油1500倍液。"	"agridata/images/中国农业有害生物数据库/中国苹果桃梨害虫数据库/天幕毛虫.jpg"
