"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"11"		"分布福建、台湾、广东、广西、四川、云南、河南、宁夏、贵州等省。"	"成虫体长6～7mm，翅展13～19mm，头、胸、腹部白色，生有黑色斑点。前翅亚基线、内横线黑色倾斜，从中室至内缘褐黄色，中室上角具不明显褐黄色斑纹l条，附1黑点，又生十分倾斜的暗黄色宽带1条，从前缘向下角弯曲。后翅从中室到内缘具1倾斜亚基线，在内缘与另1条从前缘中央伸出的斜线相交，外横线略弯曲倾斜，褐黄色并有黑边。亚缘线黑色，缘线褐黄色。卵白色，长柠檬形，一端尖嘴状，底平坦，表生纵沟。末龄幼虫体长13mm左右，黄白灰色，光滑无毛，两端色较深，头浅黄色，前胸背板浅褐色，具赤褐色斑点。蛹长8mm左右，浅黄色，腹部2～4节气孔片突出，赤褐色。"	"稻筒水螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"水稻、睡莲、水生杂草等。"	"南方年生2代。幼虫生活在水中，幼虫腹部两侧伸出丝状细长的气管鳃进行呼吸，幼虫老熟后吐丝作茧化蛹。宁夏成虫于7月中下旬盛发，把卵产在水面的叶片上，30～50粒一群，平铺，排列紧密不重叠。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Nymphula fluctuosalis Zeller"	"rp00011"	"加强稻田苗期检查，如发现有虫，可马上排水，然后用2．5％敌百虫粉加细土1比1混合，每667m 2 撤药土3kg，可杀死幼虫。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻筒水螟.jpg"
"12"		"分布北起黑龙江、内蒙古，南至台湾、广东、广西、云南，东起国境线，西至宁夏、甘肃折至四川、云南。"	"成虫体长5mm左右，翅展19mm，头部、胸部黄白色，腹部浅黄色，各腹节的末端具黑褐色鳞片。前翅黄色并有二条与外缘平行的白色条纹，外条细，内条粗且下段弯向翅的后缘，沿中室还有1白色条纹，前缘中间生暗褐色点，中室有小黑点2个，中室以下生1斜线，所有白色条纹的边缘均为暗褐色，缘毛白色。后翅基部的斑点暗褐色，中横线黑褐色，外横线较广，色黄，两侧褐色。外缘线黄色，内外侧有黑线，外侧之内有黑点一列。其前后角与外横线相连。缘毛灰色。两翅反面灰白色。卵长柠檬形，一端尖嘴状，底平坦，表面有纵沟。幼虫体长15mm，扁，浅灰色。头浅褐色，具浓褐色斑纹，胴部第1节背面特大，浅褐色，有椭圆形环纹，胸足具长爪。蛹长8mm，浅黄色，腹部2～4节气孔片突出，赤褐色。"	"稻水螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"水稻、看麦娘、眼子菜等。"	"年生1代，成虫于7月间发现。幼虫能背负以稻叶做成的筒巢，匍匐在稻田水底泥土上或浮在水面，食害根茎及叶片。有转株为害习性。老熟后在茎基部化蛹。宁夏7月中下旬盛发，把卵产在水面的叶片上，30～50粒一群。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Nymphula vittalis(Bremer)"	"rp00012"	"(1)利用黑光灯诱杀成虫。(2)加强虫情检查，发现有虫马上排水，水口处挡草篱，防止幼虫蔓延，然后喷2．5％敌百虫粉，每667m 2 2．0kg有效。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻水螟.jpg"
"13"		"分布在全国各稻区。"	"成虫体长13～19mm，翅展32～37mm，头部红褐色，胸背棕红色，腹部浅黄褐色。前翅黄褐色，基部后缘区、端区具浅金色斑，内横线、外横线暗褐色，翅面中间具大银斑2个，缘毛紫灰色。后翅浅黄褐色，缘毛灰黄色。卵高0．45mm，宽0．6mm左右，馒头形，约具40条纵棱，初乳白色，后变黄绿色至暗灰色。末龄幼虫体长31～34mm，绿色或青绿色，背线青绿色，亚背线、侧线白色或黄白色，较细，气门线较宽、黄色，1、2对腹足退化。蛹长17～19mm，能看见成虫期斑纹，背面具花斑，臀棘2根，两侧有1对鱼钩状小刺。"	"稻金翅夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"水稻、小麦、稗草、看麦娘、三棱草等。"	"黑龙江、宁夏年生2～3代，江苏4～5代。以幼虫在麦株基部等处越冬。江苏越冬代成蛾于5月上旬～6月上旬盛发，第一代6月下旬～7月下旬，第二代7月下旬～8月上旬，第三代8月下旬～9月下旬，第四代9月下旬～10月中旬。宁夏盛蛾期则在6月上旬～7月下旬和8月下旬～9月上旬。宁夏7月，卵期约5天，幼虫期1个月，蛹期17天。江苏6～8月，卵期4．5～6天，幼虫期18～20天，蛹期6～8天，成虫历期6～10天。成虫有趋光性，喜在前半夜交配和产卵，把卵产在叶面、叶背或叶鞘上，常数粒至数十粒排在一起，稀疏。幼虫5～7龄，个别12龄。1～3龄幼虫吐丝下坠，借风扩散，5、6龄幼虫食量剧增，末龄幼虫化蛹在叶背面。夏季凉爽的年份发生重。天敌有金翅夜蛾绒茧蜂、黄毛脉寄蝇、麻雀、青蛙等。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Chrysaspidia festucae(Linnaeus)"	"rp00013"	"(1)做好测报工作。于冬前和越冬后选择有代表性的早茬麦田5块，检查越冬幼虫数量，及时发出预报，防止该虫突发成灾。(2)冬前和早春及时镇压保墒，杀死部分幼虫，减少虫源。(3)为害严重地区可在幼虫盛发时喷洒50％敌敌畏乳油1500倍液或2．5％敌百虫粉，每667m 2 2～2．5kg。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻金翅夜蛾.jpg"
"14"		"广布亚洲各稻区。"	"成虫体长11～14mm，翅展25～35mm，灰黄白色。雌蛾色略浅，下唇须平伸，浅褐色，长度等于复眼直径2倍。触角细锯齿状，褐色。前翅灰黄褐色，外缘具银灰褐色波状横向纹，翅面具不明显的灰褐色短纵纹5～6条，纹上生有分散小黑点，沿中室下侧的1条呈浅黄色。后翅白色至褐色。雄蛾触角栉齿扁阔，各栉片一侧生锯齿。卵长1mm左右，栗形，浅褐色，表面具纵隆纹。末龄幼虫体长16～20mm，灰黄白色。头、前胸背板黑褐色，胸、腹部背面具棕色纵线5条。每节各生1对短刺。蛹长12mm左右，黄褐色。"	"稻巢螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"水稻"	"中国南方年生3代，以末龄幼虫在稻桩或杂草丛中筒巢里越冬。翌年4月下旬～6月上中旬成虫发生，一代在6月下旬～8月上中旬，二代在8月下旬～10月中下旬发生。成虫白天潜伏在稻丛或杂草中，夜间飞出活动，交配后把卵产在稻株根际或茎叶上，数十粒聚在一起，上覆疏绒毛。成虫产卵历期1～9天，每雌产卵100～700多粒。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Ancylolomia japonica Zeller"	"rp00014"	"防治直纹稻弄蝶时可兼治此虫。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻巢螟.jpg"
"15"		"除新疆、宁夏未见报道外，广布全国各水稻种植区。"	"成虫体长17～19mm，翅展28～40mm，体和翅黑褐色，头胸部比腹部宽，略带绿色。前翅具7～8个半透明白斑排成半环状，下边一个大。后翅中间具4个白色透明斑，呈直线或近直线排列。翅反面色浅，斑纹与正面相同。卵褐色，半球形，直径0．9mm，初灰绿色，后具玫瑰红斑，顶花冠具8～12瓣。末龄幼虫体长27～28mm，头浅棕黄色，头部正面中央有“山”形褐纹，体黄绿色，背线深绿色，臀板褐色。蛹淡黄色，长22～25mm，近圆筒形，头平尾尖。"	"直纹稻弄蝶"	"昆虫纲"	"鳞翅目"	"弄蝶科"	"水稻、茭白、玉米、高粱、大麦、谷子、竹子、芦苇、白蜡、稗、狗尾草等。"	"长城以北年生2代，长城以南黄河以北年生3代，黄河以南长江以北4～5代，长江以南南岭以北5～6代，南岭以南6～8代。同一地区，海拔高度不同，发生代数也不同。南方以中、小幼虫在背风的田埂、渠边、沟边、茭白、小竹丛等禾本科植物上结苞越冬，气温高于12℃能取食，第一代主要发生在茭自上，以后各代主要在水稻上。各虫态发育起点温度，卵12．6℃、幼虫9．3℃、蛹14．9℃。气温15～16℃，卵期15～16天，21～26℃5天。幼虫期26～28℃，18～20天，低于24℃、高于30℃21天。越冬幼虫期长达180天。蛹期7～16天，成虫寿命2～19天。成虫昼伏夜出，清晨羽化，卵散产，初孵幼虫先咬食卵壳，爬至叶尖或叶缘，吐丝缀叶结苞取食，清晨或傍晚爬至苞外，田水落干时，幼虫向植株下部老叶转移，灌水后又上移，末龄幼虫多缀叶结苞化蛹。冬春气温低或前一个月雨量大、雨日多易流行。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Parnara guttata Bremer et Grey"	"rp00015"	"(1)利用幼虫结苞不活泼的特点，进行人工采苞灭幼虫。(2)保护利用寄生蜂、蓝蝽等天敌昆虫。(3)必要时喷洒50％辛硫磷乳油1500倍液或25％爱卡士乳油1500倍液、2.5％敌杀死乳油2000倍液、10％吡虫啉可湿性粉剂1500倍液、35％顺丰2号乳油1000倍液，667m 2 喷对好的药液70L，隔10天左右1次，防治1次或2次。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/直纹稻弄蝶.jpg"
"16"	"有蜘蛛、螨类、蚂蚁、步行甲、青蛙、黄柄黑蜂等。"	"分布在广东、广西、福建、云南、贵州、海南、江西、湖南、台湾。"	"成虫体长3.5～4．8mm，形状似蚊，浅红色，触角15节，黄色，第1、2节球形，第3～14节的形状雌、雄有别：雌虫近圆筒形，中央略凹；雄蚊似葫芦状，中间收缩，好象2节。中胸小盾板发达，腹部纺锤形隆起似驼峰。前翅透明具4条翅脉。卵长0．5mm左右，长椭圆形，初白色，后变橙红色或紫红色。幼虫末龄幼虫体长4～4．5mm，纺锤形；蛆状。幼虫共3龄，1龄蛆形，长约0．78mm；2龄纺锤形，长约1．3mm；3龄体形与2龄虫相似，体长约3．3mm。蛹椭圆形，浅红色至红褐色，长3．5～4．5mm。"	"稻瘿蚊"	"昆虫纲"	"双翅目"	"瘿蚊科"	"水稻、李氏禾等。"	"广东连山年生6～7代，广东从化、广西、江西、云南、福建7～8代，广东佛山、中山8～9代，海南12～13代。以幼虫在田边、沟边等处的游草、再生稻、李氏禾等杂草上越冬。年生7～8代地区，越冬代成虫于3月下旬～4月上旬出现，羽化后成虫飞到附近的早稻上为害，该虫从第二代起世代重叠，很难分清代数，但各代成虫盛发期较明显。一般1、2代数量少，3代后数量增加，7～10月，中稻、单季晚稻、双季晚稻的秧田和本田很易遭到严重为害。成虫羽化的当晚即交配，雄虫多次交配，雌虫仅1次，卵散产在近水面嫩叶上，每雌产卵100～150粒，雌虫有趋光性，因此诱虫灯上出现的高峰日就意味着田间产卵高峰日。初孵化幼虫借叶上湿润的露水下移，从叶鞘间隙或叶舌边缘侵入，开始为害生长点，生长点受害后心叶停止生长，叶鞘伸长成管状，即“标葱”出现，这时管里幼虫已化蛹。羽化前蛹体头部向上，蛹上升到葱管顶端，用额刺破顶而出，在出口处留有白色的蛹壳。该虫喜潮湿不耐干旱，气温25～29℃，相对湿度高于80％，多雨利其发生。生产上栽培制度复杂，单、双季稻混栽区，稻瘿蚊发生严重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Orseolia oryzae(Wood—Mason)"	"rp00016"	"防治稻瘿蚊的策略是“抓秧田，保本田，控为害，把三关，重点防住主害代”。(1)选用抗虫品种如抗蚊1号、抗蚊2号、汕优999、水辐17等。(2)春天及时铲除稻田游草及落谷再生稻，减少越冬虫源。把单、双季稻混栽区因地制宜改为纯双季稻区，调整播种期和栽插期，避开成虫产卵高峰期。(3)注意防止秧苗带虫，必要时用90％晶体敌百虫800倍液或40％乐果乳油800倍液浸秧根后用塑料膜覆盖5小时后移栽。(4)晚稻播种时，每667m 2 撒3％呋喃丹颗粒剂3kg，也可在秧苗移栽前7～8天，用40％乐果乳油250ml，拌细干土20kg制成毒土撤施有效。(5)搞好虫情监测预报，对稻瘿蚊主要为害世代的发生作出及时、准确的预测预报。(6)加强农业防治和健身控害栽培。①夏收夏种季节，及时耙沤已收早稻田块，铲除田基、沟边杂草，用烂泥糊田埂等，可消灭蓉草、稻根腋芽及再生稻上的虫源，减少虫口基数。②合理搭配种植中、早熟杂交稻。如汕桂34、博优49等组合。③不在早稻本田中播晚稻秧，提倡集中统一播育晚稻秧苗，推广水播旱管、旱育稀播等抗蚊育秧方式。防止夏、秋时节田间禾苗青黄并存或“一路青”的稻田生态等。④利用抗性资源，示范推广种植抗蚊品种如植选一号等。⑤注意保护利用天敌。⑥科学用药。秧田用药防治主要采用毒土畦面撒施方法。于秧苗起针到二叶一针期或移栽前5～7天，每667m 2 用10％益舒宝或5％爱卡士、3％米乐尔颗粒剂1．25～1．5kg，也可用3％呋喃丹或3％甲基异柳磷颗粒剂3．5～4kg拌土10～15kg均匀撤施。施药秧田要保持浅薄水层，并让其自然落干，让田土带药，为了防止秧苗带虫，用90％晶体敌百虫800倍液或40％乐果乳油500倍液浸秧根后用薄膜覆盖5小时后移栽。⑦在成虫盛发至卵孵化高峰期田间开始出现大肚秧时，每667m 2 用90％晶体敌百虫200g加40％乐果乳油l00ml，拌土20kg后撒施。也可用3％呋喃丹颗粒剂3kg，进行深层施药，保持3cm浅水层。⑧本田防治在本田禾苗回青后到有效分蘖期，即播后7～20天内施药。一般只对有效分蘖期与稻瘿蚊入侵期相吻合的田块实行重点施药防治。药肥兼施，以药杀虫，以肥攻蘖，促蘖成穗。用药方法同秧田期，但应适当增加用药量。注意选用内吸传导性强兼杀卵的杀虫剂。用工农16型喷雾器加满水加入30％杀虫王5ml或加入20％杀敌宝5ml喷洒，也可选用40％氧化乐果或40％乐果、50％甲胺磷乳油1000倍液、36％克螨蝇乳油1000～1500倍液喷洒，每667m 2 喷对好的药液50～60kg，防治稻瘿蚊，兼治稻秆蝇，防效90％～95％。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻瘿蚊.jpg"
"17"		"分布在黑龙江、浙江、江西、湖南、湖北、广东、广西、云南、贵州等省。"	"成虫体长2．3～3mm，翅展5～6mm，体鲜黄色。头部、胸部等宽，头部背面有1钻石形黑色大班；复眼大，暗褐色；触角3节，基节黄褐色，第二节暗褐色，第3节黑色膨大呈圆板形，触角芒黄褐色，与触角近等长。胸部背面具3条黑色大纵斑，腹部纺锤形，各节背面前缘具黑褐色横带，第1节背面两侧各生1黑色小点。体腹面浅黄色。翅透明，翅脉褐色。足黄褐色，跗节末端暗黑色。卵长0．7～1mm，白色，长椭圆形。末龄幼虫体长约6mm，近纺锤形，浅黄白色，表皮强韧具光泽。尾端分两叉。蛹长6mm，浅黄褐色至黄褐色，上具黑斑，尾端也分两叉。"	"稻秆潜蝇"	"昆虫纲"	"双翅目"	"黄潜叶蝇科"	"水稻、小麦、看麦娘、早熟禾、稗草等。"	"福建年生2～3代，湖南、湖北、贵州、云南、浙江等地年生3代。湖南新宁一带翌年3月底～4月上旬，成虫把卵产在秧苗上，4月中旬孵化，初孵幼虫借露水沿叶背向下移动侵入心叶为害直至5月中旬化蛹，6月羽化。二代幼虫于6月下旬～7月上旬孵化，为害孕穗及抽穗期的水稻。第二代成虫羽化不整齐，羽化后飞至红薯田，9月下旬～10月陆续到马铃薯、秋荞、秋菜、看麦娘及早播冬小麦叶片上产卵。卵散产，一般一叶一卵。冬暖夏凉的气候适其发生，日均温35℃以上，幼虫发育受阻。多露、阳光不足、环境潮湿、田水温度低为害重。海拔3000m以上的山区受害更重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Chlorops oryzae Matsumura"	"rp00017"	"(1)单季稻、双季稻混栽山区尽量不种单季稻，可抑制发生量。(2)采用狠治一代，挑治二代，巧治秧田的策略。一代为害重且发生整齐，盛期也明显，对防治有利。成虫盛发期、卵盛孵期是防治适期，当秧田每m 2 有虫3．5～4．5头或本田每100丛有虫1～2头或产卵盛期末，秧田平均每株秧苗有卵0．1粒，本田平均每丛有卵2粒时开始防治成虫喷洒80％敌敌畏乳油或50％杀螟松乳油，每667m 2 50ml，对水50kg。防治幼虫用40％乐果乳油150～200ml对水50kg喷雾，也可用50％杀螟松乳油，每667m 2 用药100ml，对水50kg；秧田可用3％克百威颗粒剂，每667m 2 2～3kg，拌细土20kg撒施。对带卵块的秧田，可用40％乐果乳油250倍液浸秧根1分钟，也可用50％杀螟松乳油300倍液或36％克螨蝇乳油1000倍液浸秧根。浸秧时间需根据当时温度、秧苗品种及素质先试验后再确定，以防产生药害。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻秆潜蝇.jpg"
"18"		"分布全国各稻区。"	"幼虫蛀食叶鞘和叶肉，叶鞘虫道内堆积黄褐色虫粪碎屑，后腐烂植株折倒。形态特征成虫体长1．7～2．3mm，翅展4．6mm，体灰褐色至黑灰色，头部铅灰色。复眼密布黑短毛。额短。腹部黑色，但密布细毛而呈绿灰色，唯腹部背面暗灰色，每一环节后缘具灰色环带。雄虫腹末有1侧扁突起，着生在侧尾叶基部的正中。卵长0．5～0．7mm，长梭形，初乳白色，后变灰白。末龄幼虫体长6～8mm，初乳白色，后变浅黄色至黄绿色，长圆筒形，11节，体表光滑，有刚毛。口针黑褐色，后端分叉。前胸气门突起，腹部末端具1对气门。蛹长5～9mm，宽2～3mm，体12节，圆筒形，初黄褐色，后变黄棕色或棕褐色，头部前端具2丛黑鬃。尾部有黑色气门突1对。"	"菲岛毛眼水蝇"	"昆虫纲"	"双翅目"	"水蝇科"	"水稻、茭白、野茭、李氏禾等。"	"广西象州、台湾年生8代，以幼虫在水沟李氏禾、晚稻再生苗及茭白上越冬，越冬幼虫于翌年3月中旬开始活动，向根茎上转移，2、3代发生盛期是4月中旬至6月上旬和5月下旬至7月中旬，第4、5、6代发生在7月上旬至8月中旬、8月上旬至9月中旬及9月上旬至10月中旬。每雌可产卵10～40粒，成虫寿命4～8天，卵散产，卵期2～4天，幼虫期11～20天，蛹期5～11天。此外，稻茎毛眼水蝇习性与此虫相近。为害水稻主要在5月上旬至10月中旬，7月下旬至10月上旬是为害高峰期，全年三、四代发生量大。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Hydrellia philippina Ferino"	"rp00018"	"(1)通过定期剥查化蛹进度，预测成虫羽化高峰期和卵孵化盛期，隔5～10天剥查1次。(2)每年3月以前彻底消除水稻遗留残株，集中深埋或烧毁。(3)主防一、二代，控制三、四代，杀灭初孵幼虫，兼治成虫。喷洒25％爱卡士乳油1500倍液或2．5％溴氰菊酯乳油2500倍液、10％吡虫啉可湿性粉剂2500倍液、50％蝇蛆净粉剂或35％驱蛆磷乳油2000倍液。(4)实行检疫，有水蝇的稻苗禁止外运。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/菲岛毛眼水蝇.jpg"
"19"		"分布东北、华北、浙江等地。"	"成虫体长2～3mm，青灰色。触角黑色，第3节扁平，近椭圆形，具粗长的触角芒1根，芒的一侧具小短毛5根；前缘脉有两处断开，无臀室。足灰黑色，中、后足第1跗节基部黄褐色。卵长椭圆形，乳白色，上生细纵纹。末龄幼虫体长3～4mm，圆筒形略扁平，乳白色至乳黄色，尾端具黑褐色气门突起两个。蛹长3．6mm左右，黄褐色，尾端具黑色气门突起两个。"	"稻潜叶蝇"	"昆虫纲"	"双翅目"	"水蝇科"	"水稻及某些禾本科杂草。"	"东北年生4～5代，以成虫在水沟边杂草上越冬，翌春多先在田边杂草中繁殖1代。秧田揭膜后1代成虫可在秧田稻叶上产卵，在田水深灌条件下，卵散产在下垂或平伏水面的叶尖上，生产上深灌或秧苗生长瘦弱时为害较重。从水稻秧田揭膜开始至插秧缓苗期是为害主要时期。水稻缓苗后植株已发育健壮，已不再受害，又飞到杂草上繁殖。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Hydrellia griseola(Fallén)"	"rp00019"	"(1)及时清除稻田杂草。(2)主防2代，杀灭初孵幼虫兼治成虫。用药种类参见菲岛毛眼水蝇。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻潜叶蝇.jpg"
"20"		"分布在广东、广西、海南、云南、台湾等省区。"	"成虫体长16～19mm，宽2．3～3．2mm，草绿色，体上黑色小刻点密布，头长，侧叶比中叶长，向前直伸。头顶中央有1短纵凹。触角第1节端部略膨大，约短于头胸长度之和。喙伸达中足基节间，末端黑。前胸背板长，刻点密且显著，浅褐色，侧角不突出较圆钝。前翅革质部前缘绿色，余茶褐色，膜质部深褐色。雄虫的抱器基部宽，端部渐尖削略弯曲。卵黄褐至棕褐色，长1．2mm，宽0．9mm，顶面观椭圆形，侧面看面平底圆，表面光滑。若虫共5龄。该虫有4个近缘种。即边稻缘蝽(L．costalis)、小稻缘蝽(L．lepida)、中华稻缘蝽(L．chinensis)、异稻缘蝽(L．varicornis)。"	"大稻缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"水稻、玉米、豆类、小麦、甘蔗及多种禾本科杂草。"	"云南年生3～4代，海南文昌4代，广西4～5代，以成虫在田间或地边杂草丛中或灌木丛中越冬。在云南、海南越冬成虫3月中下旬开始出现，4月上中旬产卵，6月中旬二代成虫出现为害茭白和水稻，7月中旬进入三代，8月下旬发生4代，10月上中旬个别出现5代。成虫历期60～90天，越冬代180天左右。若虫期15～29天。成、若虫喜在白天活动，中午栖息在荫凉处，羽化后10天多在白天交尾，2～3天后把卵产在叶面，昼夜都产卵，每块5～14粒排成单行，有时双行或散生，产卵持续11～19天，卵期8天，每雌产卵76～300粒。禾本科植物多时发生重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Leptocorisa acuta(Thunberg)"	"rp00020"	"参见稻棘缘蝽。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/大稻缘蝽.jpg"
"21"		"分布在我国东部吉林以南地区。"	"成虫全绿型[forrma typica(Linnaeus)]体长12～16mm，宽6．0～8．5mm。长椭圆形，青绿色(越冬成虫暗赤褐)，腹下色较淡。头近三角形，触角5节，基节黄绿，第3、4、5节末端棕褐，复眼黑，单眼红。喙4节，伸达后足基节，末端黑色。前胸背板边缘黄白色，侧角圆，稍突出，小盾片长三角形，基部有3个横列的小白点，末端狭圆，超过腹部中央。前翅稍长于腹末。足绿色，跗节3节，灰褐，爪末端黑。腹下黄绿或淡绿色，密布黄色斑点。卵杯形，长1．2mm，宽0．8mm，初产黄白色，后转红褐，顶端有盖，周缘白色，精孔突起呈环，约24～30个。若虫一龄若虫体长1．1～1．4mm，腹背中央有3块排成三角形的黑斑，后期黄褐，胸部有一橙黄色圆斑，第2腹节有一长形白斑，第5、6腹节近中央两侧各有4个黄色斑，排成梯形。二龄若虫体长2．0～2．2mm，黑色，前、中胸背板两侧各有一黄斑。三龄若虫体长4．0～4．2mm，黑色，第1、2腹节背面有4个长形的横向白斑，第3腹节至末节背板两侧各具6个，中央两侧各具4个对称的白斑。四龄若虫体长5．2～7．0mm，头部有倒“T”形黑斑，翅芽明显。五龄若虫体长7．5～12mm，绿色为主，触角4节，单眼出现，翅芽伸达第3腹节，前胸与翅芽散生黑色斑点，外缘橙红，腹部边缘具半圆形红斑，中央也具红斑，足赤褐，跗节黑色。"	"稻绿蝽"	"昆虫纲"	"半翅目"	"蝽科"	"32科150种以上，包括水稻、番茄、马铃薯、白菜、甘蓝、豆类蔬菜作物。"	"北方地区年发生1代，四川、江西年发生3代，广东年生4代，少数5代。以成虫在杂草、土缝、灌木丛中越冬。卵的发育起点温度为12．2℃，若虫为11．6℃，有效发育积温为668日度。卵成块产于寄主叶片上，规则地排成3～9行，每块60～70粒。1～2龄若虫有群集性，若虫和成虫有假死性，成虫并有趋光性和趋绿性。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Nezara viridula(Linnaeus)"	"rp00021"	"(1)冬季清除田园杂草地被，消灭部分成虫。(2)灯光诱杀成虫。(3)成虫和若虫为害期，喷洒广谱性杀虫剂。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻绿蝽.jpg"
"22"		"分布上海、江苏、浙江、安徽、河南、福建、江西、湖南、湖北、广东、云南、贵州、西藏。"	"成虫体长9．5～11mm，宽2．8～3．5mm，体黄褐色，狭长，刻点密布。头顶中央具短纵沟，头顶及前胸背板前缘具黑色小粒点，触角第1节较粗，长于第3节，第4节纺锤形。复眼褐红色，单眼红色。前胸背板多为一色，侧角细长，稍向上翘，末端黑。卵长1．5mm，似杏核，全体具珠泽，表面生有细密的六角形网纹，卵底中央具1圆形浅凹。若虫共5龄，3龄前长椭圆形，4龄后长梭形。5龄体长8～9．1mm，宽3．1～3．4mm，黄褐色带绿，腹部具红色毛点，前胸背板侧角明显生出，前翅芽伸达第4腹节前缘。"	"稻棘缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"水稻、小麦、稗、豆类、玉米、苹果、桑及其他禾本科植物。"	"湖北年生2代，江西、浙江3代，以成虫在杂草根际处越冬，江西越冬成虫3月下旬出现，4月下旬～6月中下旬产卵。第一代若虫5月上旬～6月底孵出，6月上旬～7月下旬羽化，6月中下旬开始产卵。第二代若虫于6月下旬～7月上旬始孵化，8月初羽化，8月中旬产卵。第三代若虫8月下旬孵化，9月底～12月上旬羽化，11月中旬～12月中旬逐渐蛰伏越冬。广东、云南、广西南部无越冬现象。羽化后的成虫7天后在上午10时前交配，交配后4～5天把卵产在寄主的茎、叶或穗上，多散生在叶面上，也有2～7粒排成纵列。早熟或晚熟生长茂盛稻田易受害，近塘边、山边及与其他禾本科、豆科作物近的稻田受害重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Cletus punctiger(Dallas)"	"rp00022"	"(1)结合秋季清洁田园，认真清除田间杂草，集中处理。(2)在低龄若虫期喷50％马拉硫磷乳油1000倍液或2．5％功夫乳油2000～5000倍液、2．5％敌杀死(溴氰菊酯)乳油2000倍液、10％吡虫啉可湿性粉剂1500倍液，每667m 2 喷对好的药液50L。防治1次或2次。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻棘缘蝽.jpg"
"23"		"分布在长江流域、江苏、河南、云南、贵州等省。"	"长肩棘缘蝽成虫体长7．5～8．8mm，宽4～5mm；触角第1～3节深褐色，等长，第4节黑褐色，末端红褐色。前胸背板前半部色浅，侧角呈细刺状向两侧伸出，不向上翘，黑色，革片内角翅室的白斑清晰。小盾片刻点粗，前足、中足基节各具2个小黑点，后足基节1个，体下色浅，腹部有4个黑点，中间2个小或不明显。卵近菱形，初乳白色，后渐变黄，半透明。末龄若虫黄褐色，腹部背面有小黑纹，前胸背板侧角向后偏外延伸成针状，翅芽达第3腹节后缘。"	"长肩棘缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"稻、苋菜、刺苋、莲子草、土荆芥、草莓、玉米、大豆等。"	"长江流域年生2～3代，以成虫在枯枝落叶或枯草丛中越冬，翌年3～4月间开始产卵，卵多产在叶、穗或茎上。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Cletus trigonus(Thunberg)"	"rp00023"	"参见稻棘缘蝽。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/长肩棘缘蝽.jpg"
