"id"	"省份"	"城市"	"区县"	"省份编码"	"城市编码"	"区县编码"	"别名"	"面源坐标"	"绝对地址"
"82"	"河北省"	"邯郸市"	"邯郸市"	"130000"	"0"	"130400"	"0"	"36.054810,113.468876;37.028485,115.490696"	"河北省邯郸市丛台区"
"83"	"河北省"	"邯郸市"	"邯山区"	"130000"	"130400"	"130402"	"0"	"36.460515,114.403915;36.608231,114.547079"	"河北省邯郸市磁县"
"84"	"河北省"	"邯郸市"	"武安市"	"130000"	"130400"	"130481"	"0"	"36.483370,113.760748;37.028485,114.384667"	"河北省邯郸市武安市"
"85"	"河北省"	"邯郸市"	"魏县"	"130000"	"130400"	"130434"	"0"	"36.054810,114.746421;36.435631,115.130266"	"河北省邯郸市魏县"
"86"	"河北省"	"邯郸市"	"大名县"	"130000"	"130400"	"130425"	"0"	"36.093145,114.985319;36.508265,115.490696"	"河北省邯郸市大名县"
"87"	"河北省"	"邯郸市"	"丛台区"	"130000"	"130400"	"130403"	"0"	"36.603760,114.482027;36.674039,114.534537"	"河北省邯郸市丛台区"
"88"	"河北省"	"邯郸市"	"涉县"	"130000"	"130400"	"130426"	"0"	"36.321958,113.468876;36.893973,114.006345"	"河北省邯郸市涉县"
"89"	"河北省"	"邯郸市"	"永年区"	"130000"	"130400"	"130408"	"永年县"	"36.668636,114.344968;36.934618,114.884890"	"河北省邯郸市永年县"
"90"	"河北省"	"邯郸市"	"临漳县"	"130000"	"130400"	"130423"	"0"	"36.128381,114.348735;36.404104,114.781018"	"河北省邯郸市临漳县"
"91"	"河北省"	"邯郸市"	"复兴区"	"130000"	"130400"	"130404"	"0"	"36.572350,114.414004;36.658394,114.485560"	"河北省邯郸市复兴区"
"92"	"河北省"	"邯郸市"	"磁县"	"130000"	"130400"	"130427"	"0"	"36.248287,113.900500;36.591595,114.530798"	"河北省邯郸市磁县"
"93"	"河北省"	"邯郸市"	"曲周县"	"130000"	"130400"	"130435"	"0"	"36.585925,114.854650;36.972259,115.237165"	"河北省邯郸市曲周县"
"94"	"河北省"	"邯郸市"	"成安县"	"130000"	"130400"	"130424"	"0"	"36.289392,114.493503;36.508328,114.898146"	"河北省邯郸市成安县"
"95"	"河北省"	"邯郸市"	"肥乡区"	"130000"	"130400"	"130407"	"肥乡县"	"36.491605,114.628666;36.680079,115.040692"	"河北省邯郸市肥乡县"
"96"	"河北省"	"邯郸市"	"峰峰矿区"	"130000"	"130400"	"130406"	"0"	"36.349501,114.059772;36.576343,114.316565"	"河北省邯郸市峰峰矿区"
"97"	"河北省"	"邯郸市"	"馆陶县"	"130000"	"130400"	"130433"	"0"	"36.455789,115.124739;36.786580,115.485107"	"河北省邯郸市馆陶县"
"98"	"河北省"	"邯郸市"	"广平县"	"130000"	"130400"	"130432"	"0"	"36.379421,114.837323;36.624163,115.197696"	"河北省邯郸市广平县"
"99"	"河北省"	"邯郸市"	"邱县"	"130000"	"130400"	"130430"	"0"	"36.644506,115.064352;36.972328,115.334923"	"河北省邯郸市邱县"
"100"	"河北省"	"邯郸市"	"鸡泽县"	"130000"	"130400"	"130431"	"0"	"36.751335,114.730443;36.972178,114.980666"	"河北省邯郸市鸡泽县"
"101"	"河北省"	"邢台市"	"邢台市"	"130000"	"0"	"130500"	"0"	"36.760018,113.766478;37.812678,115.859530"	"河北省邢台市桥东区"
"102"	"河北省"	"邢台市"	"邢台县"	"130000"	"130500"	"130521"	"0"	"36.970468,113.766478;37.375207,114.649731"	"河北省邢台市邢台县"
"103"	"河北省"	"邢台市"	"宁晋县"	"130000"	"130500"	"130528"	"0"	"37.412425,114.774943;37.812678,115.268724"	"河北省邢台市宁晋县"
"104"	"河北省"	"邢台市"	"威县"	"130000"	"130500"	"130533"	"0"	"36.868791,115.218286;37.303718,115.586708"	"河北省邢台市威县"
"105"	"河北省"	"邢台市"	"南宫市"	"130000"	"130500"	"130581"	"0"	"37.096010,115.153162;37.454538,115.770696"	"河北省邢台市南宫市"
"106"	"河北省"	"邢台市"	"沙河市"	"130000"	"130500"	"130582"	"0"	"36.838281,113.878333;37.055243,114.671901"	"河北省邢台市沙河市"
"107"	"河北省"	"邢台市"	"隆尧县"	"130000"	"130500"	"130525"	"0"	"37.209778,114.557527;37.553399,115.045791"	"河北省邢台市隆尧县"
"108"	"河北省"	"邢台市"	"巨鹿县"	"130000"	"130500"	"130529"	"0"	"37.133148,114.847391;37.429567,115.238600"	"河北省邢台市巨鹿县"
"109"	"河北省"	"邢台市"	"桥西区"	"130000"	"130500"	"130503"	"0"	"36.963107,114.412604;37.133980,114.509769"	"河北省邢台市桥西区"
"110"	"河北省"	"邢台市"	"内丘县"	"130000"	"130500"	"130523"	"0"	"37.175654,113.961613;37.452538,114.647578"	"河北省邢台市内丘县"
"111"	"河北省"	"邢台市"	"临西县"	"130000"	"130500"	"130535"	"0"	"36.760018,115.311784;36.950342,115.773266"	"河北省邢台市临西县"
"112"	"河北省"	"邢台市"	"广宗县"	"130000"	"130500"	"130531"	"0"	"36.860273,115.110139;37.308369,115.295866"	"河北省邢台市广宗县"
"113"	"河北省"	"邢台市"	"任县"	"130000"	"130500"	"130526"	"0"	"37.078662,114.578883;37.290696,114.921676"	"河北省邢台市任县"
"114"	"河北省"	"邢台市"	"临城县"	"130000"	"130500"	"130522"	"0"	"37.354155,114.073071;37.587465,114.635394"	"河北省邢台市临城县"
"115"	"河北省"	"邢台市"	"平乡县"	"130000"	"130500"	"130532"	"0"	"36.954427,114.886668;37.177830,115.133870"	"河北省邢台市平乡县"
"116"	"河北省"	"邢台市"	"南和县"	"130000"	"130500"	"130527"	"0"	"36.907978,114.599936;37.109312,114.907625"	"河北省邢台市南和县"
"117"	"河北省"	"邢台市"	"桥东区"	"130000"	"130500"	"130502"	"0"	"36.999984,114.495453;37.107816,114.557175"	"河北省邢台市桥东区"
"118"	"河北省"	"邢台市"	"新河县"	"130000"	"130500"	"130530"	"0"	"37.406164,115.087631;37.585474,115.460489"	"河北省邢台市新河县"
"119"	"河北省"	"邢台市"	"清河县"	"130000"	"130500"	"130534"	"0"	"36.929610,115.511229;37.190072,115.859530"	"河北省邢台市清河县"
"120"	"河北省"	"邢台市"	"柏乡县"	"130000"	"130500"	"130524"	"0"	"37.411934,114.603443;37.631243,114.795825"	"河北省邢台市柏乡县"
"121"	"河北省"	"保定市"	"保定市"	"130000"	"0"	"130600"	"0"	"38.243589,113.773544;39.958579,116.341773"	"河北省保定市北市区"
"122"	"河北省"	"保定市"	"易县"	"130000"	"130600"	"130633"	"0"	"39.045254,114.861556;39.604182,115.641057"	"河北省保定市易县"
"123"	"河北省"	"保定市"	"定州市"	"130000"	"130600"	"130682"	"0"	"38.246688,114.819687;38.673475,115.265732"	"河北省保定市定州市"
"124"	"河北省"	"保定市"	"唐县"	"130000"	"130600"	"130627"	"0"	"38.627648,114.477164;39.164661,115.070131"	"河北省保定市唐县"
"125"	"河北省"	"保定市"	"曲阳县"	"130000"	"130600"	"130634"	"0"	"38.483036,114.419045;38.962589,114.897022"	"河北省保定市曲阳县"
"126"	"河北省"	"保定市"	"清苑区"	"130000"	"130600"	"130608"	"0"	"38.557650,115.238995;38.935434,115.770496"	"河北省保定市清苑县"
"127"	"河北省"	"保定市"	"涞源县"	"130000"	"130600"	"130630"	"0"	"39.035236,114.356587;39.684213,115.093857"	"河北省保定市涞源县"
"128"	"河北省"	"保定市"	"莲池区"	"130000"	"130600"	"130606"	"北市区"	"38.810309,115.456136;38.947363,115.594207"	"河北省保定市北市区"
"129"	"河北省"	"保定市"	"定兴县"	"130000"	"130600"	"130626"	"0"	"39.102974,115.522013;39.339901,115.974601"	"河北省保定市定兴县"
"130"	"河北省"	"保定市"	"涞水县"	"130000"	"130600"	"130623"	"0"	"39.298620,115.006112;39.958579,115.825798"	"河北省保定市涞水县"
"131"	"河北省"	"保定市"	"高碑店市"	"130000"	"130600"	"130684"	"0"	"39.104578,115.798731;39.392005,116.222840"	"河北省保定市高碑店市"
"132"	"河北省"	"保定市"	"涿州市"	"130000"	"130600"	"130681"	"0"	"39.358175,115.753797;39.605797,116.253883"	"河北省保定市涿州市"
"133"	"河北省"	"保定市"	"徐水区"	"130000"	"130600"	"130609"	"0"	"38.887124,115.333901;39.172729,115.792927"	"河北省保定市徐水县"
"134"	"河北省"	"保定市"	"蠡县"	"130000"	"130600"	"130635"	"0"	"38.347035,115.485386;38.681450,115.854499"	"河北省保定市蠡县"
"135"	"河北省"	"保定市"	"阜平县"	"130000"	"130600"	"130624"	"0"	"38.664623,113.773544;39.138165,114.547524"	"河北省保定市阜平县"
"136"	"河北省"	"保定市"	"满城区"	"130000"	"130600"	"130607"	"0"	"38.738538,114.962510;39.133925,115.494582"	"河北省保定市满城县"
"137"	"河北省"	"保定市"	"竞秀区"	"130000"	"130600"	"130602"	"0"	"38.835563,115.370293;38.957982,115.497251"	"河北省保定市新市区"
"138"	"河北省"	"保定市"	"安新县"	"130000"	"130600"	"130632"	"雄安新区"	"38.732874,115.650081;39.044471,116.142699"	"河北省保定市安新县"
"139"	"河北省"	"保定市"	"安国市"	"130000"	"130600"	"130683"	"0"	"38.243589,115.196605;38.561494,115.494921"	"河北省保定市安国市"
"140"	"河北省"	"保定市"	"顺平县"	"130000"	"130600"	"130636"	"0"	"38.750105,114.847680;39.126876,115.295498"	"河北省保定市顺平县"
"141"	"河北省"	"保定市"	"高阳县"	"130000"	"130600"	"130628"	"0"	"38.515719,115.634034;38.778642,115.981595"	"河北省保定市高阳县"
"142"	"河北省"	"保定市"	"雄县"	"130000"	"130600"	"130638"	"雄安新区"	"38.925733,116.036661;39.168235,116.341773"	"河北省保定市雄县"
"143"	"河北省"	"保定市"	"望都县"	"130000"	"130600"	"130631"	"0"	"38.517115,115.038781;38.815163,115.320111"	"河北省保定市望都县"
"144"	"河北省"	"保定市"	"容城县"	"130000"	"130600"	"130629"	"雄安新区"	"38.954209,115.771868;39.144695,116.081894"	"河北省保定市容城县"
"145"	"河北省"	"保定市"	"博野县"	"130000"	"130600"	"130637"	"0"	"38.321512,115.325147;38.586866,115.660887"	"河北省保定市博野县"
"146"	"河北省"	"张家口市"	"张家口市"	"130000"	"0"	"130700"	"0"	"39.562114,113.832183;42.155206,116.472163"	"河北省张家口市桥东区"
"147"	"河北省"	"张家口市"	"蔚县"	"130000"	"130700"	"130726"	"0"	"39.562114,114.205849;40.200436,115.076149"	"河北省张家口市蔚县"
"148"	"河北省"	"张家口市"	"宣化区"	"130000"	"130700"	"130705"	"0"	"40.558980,114.949098;40.698527,115.531046"	"河北省张家口市宣化县"
"149"	"河北省"	"张家口市"	"张北县"	"130000"	"130700"	"130722"	"0"	"40.957995,114.188094;41.582944,115.470925"	"河北省张家口市张北县"
"150"	"河北省"	"张家口市"	"怀来县"	"130000"	"130700"	"130730"	"0"	"40.071128,115.295297;40.592944,115.974803"	"河北省张家口市怀来县"
"151"	"河北省"	"张家口市"	"赤城县"	"130000"	"130700"	"130732"	"0"	"40.518163,115.435709;41.398009,116.472163"	"河北省张家口市赤城县"
"152"	"河北省"	"张家口市"	"涿鹿县"	"130000"	"130700"	"130731"	"0"	"39.678960,114.939231;40.497901,115.518364"	"河北省张家口市涿鹿县"
"153"	"河北省"	"张家口市"	"沽源县"	"130000"	"130700"	"130724"	"0"	"41.240350,114.857054;41.957474,116.087616"	"河北省张家口市沽源县"
"154"	"河北省"	"张家口市"	"康保县"	"130000"	"130700"	"130723"	"0"	"41.432410,114.208634;42.155206,114.953552"	"河北省张家口市康保县"
"155"	"河北省"	"张家口市"	"阳原县"	"130000"	"130700"	"130727"	"0"	"39.901483,113.916007;40.384974,114.819442"	"河北省张家口市阳原县"
"156"	"河北省"	"张家口市"	"尚义县"	"130000"	"130700"	"130725"	"0"	"40.740820,113.832183;41.543819,114.456838"	"河北省张家口市尚义县"
"157"	"河北省"	"张家口市"	"怀安县"	"130000"	"130700"	"130728"	"0"	"40.348990,114.135321;40.776679,114.808689"	"河北省张家口市怀安县"
"158"	"河北省"	"张家口市"	"万全区"	"130000"	"130700"	"130708"	"万全县"	"40.681201,114.353940;41.026990,114.849249"	"河北省张家口市万全县"
"159"	"河北省"	"张家口市"	"崇礼区"	"130000"	"130700"	"130709"	"崇礼县"	"40.784133,114.803167;41.298333,115.575199"	"河北省张家口市崇礼县"
"160"	"河北省"	"张家口市"	"桥西区"	"130000"	"130700"	"130703"	"0"	"40.692331,114.792367;40.970578,114.952780"	"河北省张家口市桥西区"
"161"	"河北省"	"张家口市"	"桥东区"	"130000"	"130700"	"130702"	"0"	"40.694929,114.856062;40.851205,114.997819"	"河北省张家口市桥东区"
"162"	"河北省"	"张家口市"	"下花园区"	"130000"	"130700"	"130706"	"0"	"40.448246,115.140844;40.639228,115.502882"	"河北省张家口市下花园区"
"163"	"河北省"	"承德市"	"承德市"	"130000"	"0"	"130800"	"0"	"40.198237,115.914575;42.623953,119.259570"	"河北省承德市双桥区"
"164"	"河北省"	"承德市"	"围场满族蒙古族自治县"	"130000"	"130800"	"130828"	"0"	"41.587885,116.722300;42.623953,118.352713"	"河北省承德市围场满族蒙古族自治县"
"165"	"河北省"	"承德市"	"隆化县"	"130000"	"130800"	"130825"	"0"	"41.155281,116.808722;41.842648,118.332322"	"河北省承德市隆化县"
"166"	"河北省"	"承德市"	"丰宁满族自治县"	"130000"	"130800"	"130826"	"0"	"40.901857,115.914575;42.018012,117.411927"	"河北省承德市丰宁满族自治县"
"167"	"河北省"	"承德市"	"承德县"	"130000"	"130800"	"130821"	"0"	"40.577388,117.507625;41.473058,118.571178"	"河北省承德市承德县"
"168"	"河北省"	"承德市"	"滦平县"	"130000"	"130800"	"130824"	"0"	"40.664835,116.684106;41.269423,117.882087"	"河北省承德市滦平县"
"169"	"河北省"	"承德市"	"兴隆县"	"130000"	"130800"	"130822"	"0"	"40.198237,117.215835;40.719016,118.265087"	"河北省承德市兴隆县"
"170"	"河北省"	"承德市"	"平泉市"	"130000"	"130800"	"130881"	"平泉县"	"40.692207,118.363294;41.388957,119.260138"	"河北省承德市平泉县"
"171"	"河北省"	"承德市"	"宽城满族自治县"	"130000"	"130800"	"130827"	"0"	"40.293687,118.192004;40.762687,119.192148"	"河北省承德市宽城满族自治县"
"172"	"河北省"	"承德市"	"双桥区"	"130000"	"130800"	"130802"	"0"	"40.839181,117.853517;41.097695,118.081521"	"河北省承德市双桥区"
"173"	"河北省"	"承德市"	"双滦区"	"130000"	"130800"	"130803"	"0"	"40.888847,117.714294;41.204577,117.909740"	"河北省承德市双滦区"
"174"	"河北省"	"承德市"	"鹰手营子矿区"	"130000"	"130800"	"130804"	"0"	"40.480936,117.585464;40.632540,117.895661"	"河北省承德市鹰手营子矿区"
"175"	"河北省"	"沧州市"	"沧州市"	"130000"	"0"	"130900"	"0"	"37.476951,115.708879;38.951637,117.959822"	"河北省沧州市运河区"
"176"	"河北省"	"沧州市"	"任丘市"	"130000"	"130900"	"130982"	"0"	"38.560162,115.953800;38.951637,116.439362"	"河北省沧州市任丘市"
