"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"11"		"分布在浙江、江苏、云南、贵州、福建、广西、广东、湖南和台湾等地。"	"成虫体长10．5～12毫米，宽约4毫米，雄虫稍小。红褐色，湿度大时有些个体呈浅黑褐色。体被灰黄色茸毛，腹面、腿和胫节上疏布由黑色和灰色茸毛嵌成的豹纹。外形特征与南瓜斜斑天牛极相似，主要区别是：触角11节，3+4节长度略短于5+11节；鞘翅前半部白斑排列成近弧形，后半部成一，分别位于翅中区之上和之下，每块斑纹系由数个小斑点合并而成；前胸背板中区有白斑隐现，由小圆斑融合而成，中央较宽两侧较狭。卵与南瓜斜斑天牛无明显区别。幼虫体长12～13毫米，宽2～2．5毫米，近圆筒形，乳黄色。上颚黑色，头褐色，前胸背板前沿两侧区隐现浅的褐色大斑。各节体背两侧和腹末节生长刚毛。气门圆形，褐色。体节背、腹部上的皱突移动器上的乳状突小而密，呈扁环状排列。蛹长10．5～11．5毫米，宽3～3．5毫米。初乳白色，渐变为乳黄至黄褐色。背面复眼内缘深内凹，几乎环抱触角窝。前胸背板风帽状，刻点内隐现黑褐色色素，生较长刚毛。触角贴翅基两侧延至第3腹节端部向腹面曲卷。各节腹板中部簇生一横列刚毛，臀板上生褐色三角形小刺。腹面与南瓜斜斑天牛的蛹相似，但末节腹板端沿的弧形褐斑带长而色稍浅。"	"黄瓜天牛"	"昆虫纲"	"鞘翅目"	"天牛科"	"黄瓜、南瓜、丝瓜、油瓜、冬瓜、葫芦等。"	"年生1～3代，以幼虫或蛹在枯藤内越冬。翌年4月初越冬幼虫化蛹，羽化为成虫后迁移至瓜类幼苗上产卵，初孵幼虫即蛀入瓜藤内为害。8月上旬幼虫在瓜藤内化蛹，8月底羽化为成虫，成虫羽化后飞至瓜藤上产卵，卵散产于瓜藤叶节裂缝内，幼虫初孵化横居藤内，蛀食皮层。藤条被害后轻者折断、腐烂或落瓜，严重的全株枯萎。成虫羽化后静伏一段时间后咬破藤皮钻出，有假死性，稍触动便落地，白天隐伏瓜茎及叶荫蔽处，晚上活动取食、交配。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Apomecyna saltator(Fabr．)异名Apomecyna neglecta Pascoe；A excavaticeps Pic．"	"lp00296"	"参见南瓜斜斑天牛。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄瓜天牛.jpg"
"12"		"分布在全国各地。"	"成虫雌体长5毫米，宽3毫米左右，椭圆形，淡粉红色，被较厚的白色蜡粉，体缘具17对白色蜡刺，前端蜡刺短，向后渐长，最末1对最长约为体长的2／3。触角丝状7～8节，末节最长，眼半球形。足细长。雄体长1．1毫米，翅展2毫米左右，紫褐色，触角和胸背中央色淡。前翅发达透明，后翅退化为平衡棒。尾毛长。卵椭圆形，长0．3～0．4毫米，浅橙黄被白色蜡粉。若虫雌3龄，雄2龄。1龄椭圆形，长0．5毫米，淡黄色体侧布满刺毛。2龄体长1毫米被白蜡粉，体缘出现蜡刺。3龄体长1．7毫米与雌成虫相似。雄蛹体长1．2毫米，淡紫色。茧长椭圆形，长2～2．5毫米，白色绵絮状。"	"康氏粉蚧"	"昆虫纲"	"同翅目"	"粉蚧科"	"佛手瓜、苹果、梨、桃、李、枣、梅、山楂、葡萄、杏、核桃、石榴、栗、柿、茶等。"	"年生3代，以卵在各种缝隙及土石缝处越冬，少数以若虫和受精雌成虫越冬。寄主萌动发芽时开始活动，卵开始孵化分散为害，第1代若虫盛发期为5月中下旬，6月上旬至7月上旬陆续羽化，交配产卵。第2代若虫6月下旬至7月下旬孵化，盛期为7月中下旬，8月上旬至9月上旬羽化，交配产卵。第3代若虫8月中旬开始孵化，8月下旬至9月上旬进入盛期，9月下旬开始羽化，交配产卵越冬；早产的卵可孵化，以若虫越冬；羽化迟者交配后不产卵即越冬。雌若虫期35～50天，雄若虫期25～40天。雌成虫交配后再经短时间取食，寻找适宜场所分泌卵囊产卵其中。单雌卵量：1代、2代200～450粒，3代70～150粒，越冬卵多产缝隙中。此虫可随时活动转移为害。天敌有瓢虫和草蛉。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Pseudococcus comstocki(Kuwana)"	"lp00297"	"(1)注意保护和引放天敌。(2)初期点片发生时，人工刷抹有虫茎蔓。(3)药剂防治。在若虫分散转移期，分泌蜡粉形成介壳之前喷洒2．5％敌杀死或功夫乳油或20％灭扫利乳油、20％速灭杀丁乳油3000～4000倍液、10％氯氰菊酯乳油1000～2000倍液、50％马拉硫磷或杀螟松或稻丰散乳油1000倍液，如用含油量0．3～0．5％柴油乳剂或粘土柴油乳剂混用，对已开始分泌蜡粉介壳的若虫也有很好杀伤作用，可延长防治适期提高防效。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/康氏粉蚧.jpg"
"13"		"分布在贵州等省。是国内新纪录。"	"成虫体长1．6～1．7毫米，宽0．28～0．32毫米，黑褐色，微具光泽，全身多毛。头隐于前胸背板之下。上颚和复眼黑色。额面饰有不规则的细网纹，唇基上沿稍凹陷。颅顶较光滑，中央有一条明显深凹的纵沟，直达额基。触角浅茶褐色，着生在复眼内侧上角；柄节粗大，基部内侧凹曲，长度略为总体的一半；鞭节2节，第一节不正圆形，第二节微小；锤状部近椭圆形，由一节膨大而成，两侧扁平，密生茸毛。前胸背板风帽状，后端近中部隆起，前半部较徒斜；背板表面粗糙，全布鳞状齿瘤，齿瘤由四周向顶部隆起处渐细，呈弧状列生；背板前缘边上生一横列大的齿突，足茶褐色，前足胫节外缘端半部具8枚粗状的齿状刺。鞘翅从后端2／3处向腹部收缩成弧面。翅面刻点排列成10纵行，每一刻点内生一根向后伸的“C”形黄毛，沟间各具一行向后斜生的黄色鳞毛，并在翅末弧面上渐为刚毛代替。"	"瓜蔓颅沟饰冠小蠹"	"昆虫纲"	"鞘翅目"	"小蠹虫科"	"冬瓜、丝瓜、葫芦和南瓜濒死的藤蔓或枯蔓。"	"贵州年生3～4代，以成虫及少量老熟幼虫在瓜蔓内越冬。翌年3月成虫交尾，选择新的枯藤筑虫坑并产卵，在其中完成两个世代。7～9月，新一代成虫迁到生长弱，处于生命后期的濒死瓜株上为害，直至越冬。瓜茎内被蛀的纵坑多为营养道，成虫在道壁两侧咬成缺口，产卵1～3粒于其中。卵孵化后幼虫横向或斜纵向蛀食新坑，老熟后化蛹在此子坑中。树及立体攀缠物上的瓜蔓易受害。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Cosmoderes monilicollis Eichh．"	"lp00298"	"(1)加强栽培管理，使瓜蔓生长健壮，延缓衰枯期。这样的植株蠹虫一般不蛀害；后期侵害瓜已老熟，对产量和品质无影响。(2)彻底清除瓜田内及附近残留的枯蔓，减少越冬虫源。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/瓜蔓颅沟饰冠小蠹.jpg"
"14"		"分布在全国各地。长江以南和华北受害重。"		"侧多食跗线螨害"	"蛛形纲"	"蜱螨目"	"跗线螨科"	"黄瓜、甜瓜、茄子、辣椒、番茄、菜豆、豇豆、苦瓜、丝瓜、苋菜、芹菜、根用芥菜、萝卜、蕹菜、落葵等多种蔬菜。"		"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Polyphagotarsonemus  latus(Banks)"	"lp00299"	"(1)保护地要合理安排茬口，及时铲除棚室四周及棚内杂草，避免人为带入虫源。前茬茄果类、瓜类收获后要及时清除枯枝落叶深埋或沤肥。(2)加强虫情检查，在茶黄螨发生初期进行防治。黄瓜、甜(辣)椒首次用药时间北京、河北为5月底6月初；早茄子6月底至7月初，夏茄子为7月底8月初，一般应掌握在初花期第一片叶子受害时开始用药，对茶黄螨有效的杀虫剂有40％抗螨23乳油500倍液或73％克螨特乳油1000倍液或25％扑虱灵可湿性粉剂2000倍液、25％灭螨锰可湿性粉剂、10％吡虫啉可湿性粉剂1000～1500倍液、5％尼索朗乳油2000倍液、2．5％天王星乳油3000倍液、20％复方浏阳霉素乳油1000倍液，杀螨效果都较好。隔10～14天1次，连续防治2～3次。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/侧多食跗线螨害.jpg"
"15"		"美洲斑潜蝇原分布在巴西、加拿大、美国、墨西哥、古巴、巴拿马、智利等30多个国家和地区，现已传播到我国。在广东、海南为害较重，内陆尚待查明。"	"成虫小，体长1．3～2．3毫米，浅灰黑色，胸背板亮黑色，体腹面黄色，雌虫体比雄虫大。卵米色，半透明，大小0．2～0．3×0．1～0．15毫米，幼虫蛆状，初无色，后变为浅橙黄色至橙黄色，长3毫米，后气门突呈圆锥状突起，顶端三分叉，各具1开口；蛹椭圆形，橙黄色，腹面稍扁平，大小1．7～2．3×0．5～0．75毫米。美洲斑潜蝇形态与番茄斑潜蝇极相似，美洲斑潜蝇成虫胸背板亮黑色，外顶鬃常着生在黑色区上，内顶鬃着生在黄色区或黑色区上，蛹后气门三孔。而番茄斑潜蝇成虫内、外顶鬃均着生在黑色区，蛹后气门7～12孔。"	"美洲斑潜蝇"	"昆虫纲"	"双翅目"	"潜蝇科"	"黄瓜、南瓜、西瓜、甜瓜、菜豆、芥菜、红豆、蚕豆、豌豆、番茄、辣椒、茄子、马铃薯、苜蓿、羽扁豆、蓖麻、蔓陀罗等。"	"成虫以产卵器刺伤叶片，吸食汁液，雌虫把卵产在部分伤孔表皮下，卵经2～5天孵化，幼虫期4～7天，末龄幼虫咬破叶表皮在叶外或土表下化蛹，蛹经7～14天羽化为成虫，每世代夏季2～4周，冬季6～8周，美洲斑潜蝇等在美国南部周年发生，无越冬现象。世代短，繁殖能力强。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Liriomyza sativae(Blanchard)"	"lp00300"	"美洲斑潜蝇抗药性发展迅速，具有抗性水平高的特点，给防治带来很大困难，因此已引起各地普遍重视。(1)严格检疫，防止该虫扩大蔓延。北运菜发现有斑潜蝇幼虫、卵或蛹时，要就地销售，防止把该虫运到北方。(2)各地要指派专家重点调查和普查，严禁从疫区引进蔬菜和花卉，以防传入。(3)农业防治。一是在斑潜蝇为害重的地区，要考虑蔬菜布局，把斑潜蝇嗜好的瓜类、茄果类、豆类与其不为害的作物进行套种；二是瓜类、茄果类、豆类与其不为害的作物进行轮作；三是适当疏植，增加田间通透性；四是及时清洁田园，把被斑潜蝇为害作物的残体集中深埋、沤肥或烧毁。(4)采用灭蝇纸诱杀成虫，在成虫始盛期至盛末期，每667m 2 设置15个诱杀点，每个点放置1张诱蝇纸诱杀成虫，3～4天更换一次。(5)科学用药。在受害作物某叶片有幼虫5头时，掌握在幼虫2龄前(虫道很小时)，喷洒98％巴丹原粉1500～2000倍或1．8％爱福丁乳油3000～4000倍液、48％乐斯本乳油800～1000倍液、25％杀虫双水剂500倍液、98％杀虫单可溶性粉剂800倍液、50％蝇蛆净粉剂2000倍液。此外，提倡施用5％锐劲特悬浮剂，每667m 2 用量50～100毫升、5％抑太保乳油2000倍液、5％卡死克乳油2000倍液。防治时间掌握在成虫羽化高峰的8～12时效果好。(6)生物防治法参见番茄斑潜蝇。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/美洲斑潜蝇.jpg"
"16"	"天敌有蛹寄生蜂Halticoptera circulus(Walker)和opius phaseoli Fischer等。"	"分布在中国、日本、欧洲、非洲、以色列。"	"长约2毫米，除复眼、单眼三角区、后头及胸、腹背面大体黑色，其余部分和小盾板基本黄色；成虫内、外顶鬃均着生在黄色区，蛹后气门7～12孔；卵米色，稍透明，大小0．2～0．3×0．1～0.5毫米；幼虫蛆状，初孵无色，渐变黄橙色，老熟时长约3毫米；蛹卵形，腹面稍平，橙黄色，大小1．7～2．3×0．5～0．75毫米。"	"番茄斑潜蝇"	"昆虫纲"	"双翅目"	"潜蝇科"	"葫芦科、十字花科等36科。嗜食番茄、瓜类、莴苣和豆类。是高杂食性害虫，是危险的六小害虫。"	"番茄斑潜蝇在台湾全年均发生，台湾风山年约发生25～26代，在甘蓝上主要有两次发生高峰期，一次在3～6月，4月达到高峰；第二次高峰在10～12月，10月进入高峰，种群密度上半年高于下半年，7～9月雨季发生少；4月和10月均温25～27℃，降雨少适其发生。经试验15℃成虫寿命10～14天，卵期13天左右，幼虫期9天左右，蛹期20天左右；30℃成虫寿命5天，卵期4天，幼虫期5天左右，蛹期9天左右。咬破表皮在叶外或土表下化蛹，25℃条件下产卵量约183粒。在甘蓝上卵多产在真叶上，基部叶片上最多，偏喜成熟的叶片，由下向上，较有规律，少部分产在子叶上。该虫在田间分布属扩散型，发生高峰期，全田被害。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Liriomyza bryoniae(Kaltenbach)"	"lp00301"	"(1)加强检疫，疫区蔬菜、花卉严禁外调、外运。(2)生物防治，释放姬小蜂Diglyphus spp．、反颚茧蜂Dacnusin spp．、潜蝇茧蜂Opius spp．等，这三种寄生蜂对斑潜蝇寄生率较高。(3)施用昆虫生长调节剂类，可影响成虫生殖、卵的孵化和幼虫脱皮、化蛹等。也可用黄板诱集。(4)提倡施用5％锐劲特悬浮剂，每667m 2 50～100毫升或40％七星宝乳油600～800倍液，在发生高峰期5～7天喷1次，连续防治2～3次。(5)用昆虫生长调节剂5％抑太保2000倍液或5％卡死克乳油2000倍液对潜蝇科成虫具不孕作用，用药后成虫产的卵孵化率低，孵化幼虫死亡，是一类具有发展前途的药剂。(6)没有上述药剂应急时可选用25％增效喹硫磷乳油1000倍液或、75％赛灭净可湿性粉剂5000倍液、2．8％第灭宁乳油1000倍液、98％巴丹可溶性粉剂2000倍液、50％辛硫磷乳油1000倍液。掌握在发生高峰期5～7天喷1次，连续2～3次。采收前7天停止用药。(7)其他方法或药剂参见美洲斑潜蝇。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/番茄斑潜蝇.jpg"
"17"		"分布在贵州、河南等省。"	"成螨体长195—210微米，宽约70微米，细长纺锤形。具足2对，跗节和胫节区别明显，前足胫节无侧距但生刚毛数根。大体后端的背、腹环不分化，几乎相同。若螨与成螨相似，浅灰绿色，半透明状。成螨色较幼螨深。卵散产在叶背脉间或毡物隙中，乳白透明。"	"番茄瘿螨"	"蛛形纲"	"真螨目"	"瘿螨科"	"番茄、辣椒、茄子、马铃薯等。"	"生活史不详，田间5月中下旬至9月可见为害症状。成螨隐于叶背，在脉间叶肉表皮组织上吸食，潜于叶片刚毛下产卵繁殖。高温少雨气候下虫口密度大，为害烈。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Eriophyes  lycopersici Wolff．"	"lp00302"	"(1)加强生活史研究，找出栽培控制措施，减轻为害；(2)药剂防治掌握在为害始期至始盛期的6月上旬至7月中旬，成虫初发期喷洒10％浏阳霉素1000～1500倍液或35％卵虫净乳油1000～1500倍液、20％好年冬乳油800倍液、20％螨克乳油800～1000倍液、40％抗螨23乳油500～800倍液、5％增效抗蚜威液剂2000倍液，在发生高峰期连续防治3～4次，每次间隔5～7天。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/番茄瘿螨.jpg"
"18"	"天敌有塔六点蓟马、钝绥螨、食螨瓢虫、中华草蛉、小花蝽等"	"国内辽宁、吉林、山东、陕西、江苏、湖南、浙江、台湾、福建均有分布。"	"雌成螨体长0．52毫米，宽0．31毫米。宽椭圆形，红色。须肢端感器柱形，其长为宽的1．5倍；背感器小枝状，较端感器短。气门沟末端呈“U”形弯曲。后半体背表皮纹构成菱形图案，具13对细长的背毛，毛长于横列间距。雄成螨体长0．34毫米，宽0．16毫米。须肢端感器长约为宽的2倍；背感器与端感器近等长。刺状毛稍长于端感器。阳具末端弯向背面形成大端锤，其近侧突起圆钝，远侧突起尖利，背缘近端侧稍有一角度。"	"神泽氏叶螨"	"蛛形纲"	"蜱螨目"	"叶螨科"	"茄子、草莓、豆类、西瓜、丝瓜、辣椒、芋、人参、苋菜、苹果、梨、茶、桑、枸杞、苜蓿、棉花、樱桃、槐、柳及禾本科杂草。"	"北方年生10代左右，台湾年生21代，以雌成虫在缝隙或杂草丛中越冬。5月下旬绽花时开始发生，夏季是发生盛期，增殖速度很快，冬季在豆科植物、杂草、茶树近地面叶片上栖息，全年世代平均天数为41天，发育适温17～28℃，卵期5～10天，从幼螨发育到成螨约5～10天。降雨少，天气干旱的年份易发生。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Tetranychus kanzawai Kishida．"	"lp00303"	"对叶螨应采取“预防为主，防、治结合；挑治为主，点、面结合”的防治原则。(1)收获后及时清除残枝败叶，集中烧毁或深埋，进行翻耕。(2)注意监测虫情，发现少量叶片受害时，及时摘除虫叶烧毁，遇气温高或干旱，要及时灌溉，增施磷钾肥，促进植株生长，抑制害螨增殖。(3)防此虫要注意减少化学农药用量，防止杀伤叶螨的天敌。有条件的可释放捕食螨、草蛉等天敌，注意选择抗药性天敌，对压低叶螨前期虫口基数，控制叶螨为害高峰具重要作用。(4)田间出现受害株时，有2％～5％叶片出现叶螨，每片叶上有2～3头时，应进行挑治，把叶螨控制在点片发生阶段，是防治螨害主要措施。(5)当叶螨在田间普遍发生，天敌不能有效控制时，应选用对天敌杀伤力小的选择性杀螨剂进行普治。如25％抗螨23乳油500倍液或20％复方浏阳霉素乳油1000倍液、20％灭扫利乳油1000倍液、5％增效抗蚜威液剂2000倍液、73％克螨特乳油1000倍液、25％灭螨猛可湿性粉剂1000倍液、5％尼索朗乳油2000倍液、21％灭杀毙乳油1000倍液、2．5％天王星联苯菊酯乳油2000倍液、20％双甲脒乳油800～1000倍液、35％卵虫净乳油1500倍液、1．8％爱福丁乳油3000倍液(北京农业大学新技术开发总公司)、20％好年冬乳油800倍液、10％吡虫啉可湿性粉剂1000～1500倍液、50％托尔克可湿性粉剂1500倍液、15％哒螨酮乳油1500倍液、50％溴螨酯800～1000倍液，采收前14天停止用药。 许多新杀螨剂连续使用数次敏感性大幅度下降。如双甲脒在茄子上连续施用6次后防效 降至58％，因此要注意轮换交替用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/神泽氏叶螨.jpg"
"19"		"分布在全国各地。"	"成虫体长3．3～3．7毫米；淡黄绿至绿色，复眼灰褐色，无单眼，触角刚毛状，末端黑色。前胸背板、小盾片浅鲜绿色，常具白色斑点。前翅半透明，略呈革质，淡黄白色，周缘具淡绿色细边。后翅透明膜质，各足胫节端部以下淡青绿色，爪褐色；跗节3节；后足跳跃式。腹部背板色较腹板深，末端淡青绿色。头背面略短，向前突，喙微褐，基部绿色。卵长椭圆形，略弯曲长径0．6毫米，短径0．15毫米，乳白色。若虫体长2．5～3．5毫米，与成虫相似。"	"小绿叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"茄子、菜豆、十字花科蔬菜、马铃薯、甜菜、水稻、棉花、桃、杏、李、樱桃、梅、葡萄等。"	"年生4～6代，以成虫在落叶、杂草或低矮绿色植物中越冬，翌春桃、李、杏发芽后出蛰，飞到树上刺吸汁液，经取食后交尾产卵，卵多产在新梢或叶片主脉里。卵期5～20天；若虫期10～20天，非越冬成虫寿命30天；完成1个世代40～50天。因发生期不整齐致世代重叠。6月虫口数量增加，8～9月最多且为害重。秋后以末代成虫越冬。成、若虫喜白天活动，在叶背刺吸汁液或栖息。成虫善跳，可借风力扩散，旬均温15～25℃适其生长发育，28℃以上及连阴雨天气虫口密度下降。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Empoasca flavescens(Fab．)"	"lp00304"	"(1)成虫出蛰前清除落叶及杂草，减少越冬虫源。(2)掌握在越冬代成虫迁入后，各代若虫孵化盛期及时喷洒20％叶蝉散(灭扑威)乳油800倍液或25％速灭威可湿性粉剂600～800倍液、20％害扑威乳油400倍液、50％马拉硫磷乳油1500倍液，2．5％敌杀死或功夫乳油、50％抗蚜威超微可湿性粉剂3000倍液、10％吡虫啉可湿性粉剂1500倍液、20％扑虱灵乳油1000倍液及采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/小绿叶蝉.jpg"
"20"		"广布于全国各地。"	"成虫体长3毫米左右。头、胸部黄绿色。头冠中长与复眼间宽接近相等；头冠淡黄绿色，在近前缘处有2个小黑点，黑点周围环绕白色纹。复眼黑褐色。前胸背板前缘区具3个白色斑点，后缘中央另有1个白点。小盾片黄色较深，盾片基部中央，二基侧角及侧缘各有1个白色斑点。前翅黄绿色透明，端部色略灰暗，在端部近爪片末端处有1个明显的小黑色斑点。体腹面包括各足皆为淡黄绿色，各胫节末端及跗节黄绿色，背面黄色较浓。雄虫腹面尾节的中央处，两旁各具一块狭长并密生细毛的下生殖板。本种体色变化很大，有些个体甚至微带黄褐甚至红褐色。卵长0．7毫米，宽0．15毫米，长肾形。初产时无色透明，后逐渐变为淡绿色。一龄若虫体长0．8毫米，口器长达腹部第七节，中、后胸两侧各有1个乳状突起的翅芽。二龄若虫体长1．3毫米，口器长达腹部第五节末端，前翅芽伸至后胸末端，后翅芽长达腹部第二节前缘。三龄若虫体长1．6毫米，口器长达腹部第一节，前翅芽伸至腹部第一节末端，后翅长达第二腹节末端。四龄若虫体长1．9毫米，口器长达后胸末端，前翅芽伸达第二腹节末端．后翅芽长达第三腹节前端。五龄若虫体长2．2毫米，口器长达中胸后部，前翅芽伸至第四腹节，后翅芽长达第四腹节末端。"	"棉叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"棉花、茄子、马铃薯、豆类、白菜、烟草、番茄、甘薯、空心菜、南瓜、芥菜、萝卜、木棉、木芙蓉、锦葵、向日葵、芝麻、桑、葡萄、柑桔等31科77种。"	"南京年生8～9代，湖北12～14代，广东14代。世代重叠。以成虫和卵在茄子、马铃薯、蜀葵、木芙蓉、梧桐等的叶柄、嫩尖或叶脉周围及组织内越冬。在湖北、广东等地冬季仍见成虫在豆科作物上繁殖。5月中旬至11月是为害期，其中尤以10～11月上旬为害最重。成虫白天活动，在晴天高温时特别活跃，有趋光性，一受惊扰，迅速横行或逃走。一、二龄若虫，常群集于靠近叶柄的叶片基部，成虫和三龄以上若虫一般多在叶片背面取食，喜食幼嫩的叶片，夜间或阴天常爬到叶片的正面。在28～30℃下卵历期5～6天；若虫期5．6～6．1天；成虫期15～20天。6℃以下进入休眠状态。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Empoasca  biguttula(Shiraki)"	"lp00305"	"(1)选育抗虫品种。(2)适时早播，合理密植，增施磷钾肥和有机肥，促进茄子健壮生长。(3)注意调查茄叶蝉数量变化动态，当百片茄叶有虫多于100头或叶上已受害时，开始喷洒2％叶蝉散粉剂或5％甲奈威粉剂，每667m 2 2kg。(4)也可选用25％伏杀磷、马拉硫磷、氟蚜螨1000倍液或2．5％溴氰菊酯乳油2000倍液、10％吡虫啉可湿性粉剂1500倍液、20％扑虱灵乳油或50％辛硫磷乳油1000倍液。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/棉叶蝉.jpg"
