"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"12"	"主要危害叶片，也能侵染果实和枝梢"		"该病主要危害叶片，也能侵染果实和枝梢。叶片发病先在叶背近叶脉处产生淡褐色水渍状小斑点，后叶面也出现，多在叶尖或叶缘散生，病斑扩大后成为紫褐色至黑褐色圆形或不规则形病斑，病斑直径2毫米左右，病斑周围有水渍状黄绿色晕环，最后病斑干枯，病健交界处产生一圈裂纹，病斑中央组织脱落而形成  穿孔，有时数个病斑相连，形成大斑，焦枯脱落后形成大的穿孔，孔的边缘不整齐。果实发病初为褐色水渍状小圆斑，后扩大变为暗紫色，中央稍凹陷，边缘水渍状；天气潮湿时，病斑上常出现黄白色黏质分泌物；干燥时病斑上或其周围常发生小裂纹，严重时发生不规则大裂纹，裂纹处易被其他病原菌侵染，造成果实腐烂。枝条发病形成两种不同形式的病斑，即春季溃疡斑和夏季溃疡斑。春季溃疡斑发生在前1年夏季发病时已被侵染的枝条上。春季当第一批新叶出现时，枝梢上形成暗褐色水渍状小疱疹块，直径约2毫米，后扩展长达1～10厘米，但宽度不超过枝条直径的1／2，有时可造成枯梢现象，春末病斑表皮破裂，病原菌溢出，开始蔓延。夏季溃疡斑多于夏末发生，在当年嫩枝上产生水渍状紫褐色斑点，圆形或椭圆形，中央稍凹陷，病斑多以皮孔为中心，最后皮层纵裂后溃疡。夏季溃疡的病斑不易扩展，但病斑多时，也可使枝条枯死。"	"细菌"	"桃树细菌性穿孔病"	"甘蓝黑腐黄单胞杆菌桃李致病变种"	"Xanthomonas campestris cv．pruni"	"桃树"				"吕佩珂等撰摄．中国果树病虫原色图谱．北京：华夏出版社，1993 王金友，李知行主编．落叶果树病害原色图谱．北京：金盾出版社，1995 郭书普等编著． 桃树、葡萄病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004"	"(1)农业防治。桃园注意排水，增施有机肥，避免偏施氮肥，合理修剪，使桃园通风透光，以增强树势，提高树体抗病力；结合冬季修剪，剪除病枝，清除落叶，集中烧毁。 (2)药剂防治。发芽前喷药，常用药剂有波美5度石硫合剂，45％晶体石硫合剂30倍液，1：1：100倍式波尔多液，30％绿得保胶悬剂400～500倍液；发芽后喷药，常用药剂有72％农用链霉素可溶性粉剂3000倍液，硫酸链霉素4000倍液。此外，还可选用硫酸锌石灰液(硫酸锌0．5千克、消石灰2千克、水120千克)，每隔15天防治1次，共防治2～3次。"		"ed00119"	"该病为细菌性病害，病原菌为甘蓝黑腐黄单胞杆菌桃李致病变种(Xanthomonas campestris cv．pruni)。病原菌在被害枝条组织中越冬，第2年春天病组织内细菌开始活动，桃树开花前后，病原菌从病组织中溢出，借风雨或昆虫传播，经叶片的气孔、枝条的芽痕和果实的皮孔侵入，潜育期7～14天。春季溃疡是该病的主要初侵染源。夏季气温高，湿度小，溃疡斑易干燥，外围的健全组织很容易愈合。在气温19～28℃，相对湿度70％一90％时利于发病；该病一般于5月间出现，7～8月发病严重；温度适宜，雨水频繁或多雾、重雾季节利于病原菌繁殖和侵染，发病重；大暴雨时细菌易被冲到地面，不利其繁殖和侵染；一般在春秋雨季病情扩展较快，夏季干旱月份扩展缓慢；树势强发病轻且晚，树势弱发病重且早；果园地势低洼，排水不良，通风、透光差，偏施氮肥发病重；早熟品种发病轻，晚熟品种发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/桃树细菌性穿孔病.jpg"
"13"	"主要为害叶片"		"结球白菜、黄芽菜、包心白菜等大白菜细菌褐斑病主要为害叶片。叶部病斑不规则形，大小不等、褐色，边缘色深，中间稍浅，病斑四周组织褪绿发黄；许多小病斑可融合为大斑块；叶脉染病变为褐色，病脉附近叶肉组织变为黄白色，病斑多的，全叶或大半叶褐变；湿度大时，叶片呈水浸状腐烂，干燥后变白干枯。多从外叶开始发病，逐渐向内部扩展，病情扩展很快，几天内即可达到包心叶，生产上常成片腐烂或干枯。"	"细菌"	"白菜类细菌性褐斑病"	"假单胞杆菌属铜绿假单胞菌"	"Pseudomonas aeruginosa(Schroeter)Migula"	"能侵染白菜、莴苣、洋葱、烟草等。"			"Pseudomonas aeruginosa(Schroeter)Migula称假单胞杆菌属铜绿假单胞菌，属细菌。菌体杆状，单生，无芽孢，具极生鞭毛1～2根；大小1．1～1．6×0．6～0．8微米。革兰氏染色阴性，好气性，没有PHB积累。在肉汁胨琼脂平板培养基上，菌落圆形，白色，中间厚于四周，周围具1半透明晕环，边缘波纹状，表面光滑，菌落直径大小不等，幅度为0．5～2．2毫米，没有色素产生。在KB培养基上产生绿色荧光。能侵染白菜、莴苣、洋葱、烟草等。适宜生长温度30～35℃，41℃能生长。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选育抗病品种。目前可借用吉研5号、北京小杂50号、61号、67号、津白45号、星白1号，豫白菜4号、6号，尤协白5号、鲁白10号等抗软腐病的品种。(2)清除田间病残体，集中深埋或烧毁。(3)进行2年以上轮作。(4)发病初期开始喷洒医用硫酸链霉素或72％农用硫酸链霉素可溶性粉剂3000～4000倍液或新植霉素4000倍液、土霉素4000倍液、47％加瑞农可湿性粉剂900倍液、30％绿得保悬浮剂400倍液，每667m 2 喷对好的药液40～50升，隔10天左右1次，连续防治2～3次。由于白菜对铜制剂敏感，用量须严格掌握，中午高温时不用。采收前5天停止用药。"	"Chinese cabbage bacterial brown spot"	"ed00205"	"该菌在自然界分布很广，是土壤腐生菌，是一种机遇性病原菌，多从伤口侵入。白菜生长季节遇连阴雨天气或田间湿度大、气温高，病害扩展迅速，能造成为害。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/白菜类细菌性褐斑病.jpg"
"14"	"主要为害叶、茎和荚"		"结球白菜、黄芽菜、普通白菜等白菜类细菌性黑斑病主要为害叶、茎和荚。叶片染病先在叶片上形成1毫米大小的水浸状小斑点，初为暗绿色，后变为浅黑至黑褐色，有的病斑沿脉发展，病斑中间色深发亮具油光状，数个病斑常融合成不规则坏死大斑，严重的叶脉变褐，叶片变黄脱落或扭曲变形；茎和荚染病，产生深褐色不规则条状斑。"	"细菌"	"白菜类细菌性黑斑病"	"丁香假单胞菌斑点致病变种(十字花科蔬菜黑斑病假单胞菌)"	"Pseudomonas syringae pv．maculicola(Me culloch)Young et al．"	"十字花科"			"Pseudomonas syringae pv．maculicola(Me culloch)Young et al．称丁香假单胞菌斑点致病变种(十字花科蔬菜黑斑病假单胞菌)，属细菌。菌体杆状或链状，无芽孢，具l～5根极生鞭毛，大小0．8～0．9×1．5～2．5微米，革兰氏染色阴性，好气性。在肉汁胨琼脂平面上菌落平滑有光泽，白色至灰白色，边缘初圆形，后具皱褶。在肉汁胨培养液中云雾状，没有菌膜。在KB培养基上产生蓝绿色荧光。该菌发育适温25～27℃，最高29～30℃，最低0℃，致死温度48～49℃经10分钟，适应pH6．1～8．8，最适pH7。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用北京小杂50号、61号、67号，津白45号、星白1号、潍白1号、豫白菜4号、6号、龙协白5号、鲁白10号等抗软腐病的品种。(2)与非十字花科蔬菜进行2年以上轮作，收获后及时清除病残物，集中深埋或烧毁。(3)建立无病留种地，带菌种子可用种子重量0．4％的50％琥胶肥酸铜(DT)可湿性粉剂拌种，或丰灵50～100克拌白菜种子150克后播种。(4)发现少量病株及时拔除，于发病初期喷洒30％绿得保悬浮剂400倍液或72％农用硫酸链霉素可溶性粉剂3000～4000倍液、47％加瑞农可湿性粉剂900倍液，每667m 2 喷对好的药液40～50升。白菜类对铜剂敏感，要严格掌握用药量，以避免产生药害，炎热中午不宜喷药。采收前3天停止用药。"	"Chinese cabbage bacterial black spot"	"ed00206"	"病菌主要在种子上或土壤及病残体上越冬，在±壤中可存活1年以上，主要在莲座期至结球期侵染，雨后易发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/白菜类细菌性黑斑病.jpg"
"15"	"为害叶片、茎、荚"		"叶片染病多发生在叶缘或叶尖，病斑黄褐色至褐色，形状不规则，四周有黄色晕圈，病部组织变薄；发病重的病斑融合，或变黑褐色枯死；茎染病  初现溃疡状红褐色条斑，略凹陷，绕茎一周后，病部以上茎叶枯死。荚染病病斑褐色，圆形或不规则形。"	"细菌"	"扁豆细菌性疫病"	"油菜黄单胞菌菜豆疫病致病变种"	"Xanthomonas campestris  pv．phaseoli(E．F．Smith)Dye"	"豆类"			"参见豇豆细菌性疫病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见豇豆细菌性疫病。"	"Hyacinth dolichos bacterial common blight"	"ed00207"	"参见豇豆细菌性疫病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/扁豆细菌性疫病.jpg"
"16"	"主要为害叶片和豆荚"		"又称细菌性褐斑病。主要为害叶片和豆荚。叶片染病初在叶面上生红棕色不规则或环形小病斑，叶斑边缘明显，叶背面的叶脉颜色变暗，叶斑扩展后病斑中心变成灰色且容易脱落呈穿孔状，豆荚染病症状与叶片相似，但荚上的斑较叶斑小些。"	"细菌"	"菜豆细菌叶斑病"	"丁香假单胞菌丁香致病变种"	"Pseudomonas syringae pv．syringae van Hall．"	"除菜豆外，还可侵染菜花、甘蓝、油菜、番茄、甜椒、芹菜、萝卜、黄瓜、莴笋、白菜、甜菜、芥菜等。"	"细菌性褐斑病"		"菌体短杆状，大小0．9～1．1×1．8～2微米，具1～4根极生鞭毛，革兰氏染色阴性。接种在KB平板培养基上27℃培养3天，菌落呈圆形、凸起、光滑、乳白色，直径2～3．5毫米，培养7天，菌落多呈圆形或稍扁平，中央凸起，边缘呈细毛状，直径4～5．5微米，可产生水溶性黄绿色荧光。能氧化葡萄糖但不能发酵，接触酶呈阴性。4℃能生长，超过41℃不能生长，生长最适温度25～28℃。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)轮作。(2)选用齐菜豆1号等抗病品种，建立无病留种田，选用无病种子。加强田间管理。(3)发病初期喷洒14％络氨铜水剂350倍液或30％碱式硫酸铜胶悬剂400倍液、72％农用硫酸链霉素可溶性粉剂3000倍液或新植霉素4000～5000倍液，隔7～10天1次，连续防治2～3次。采收前4天停止用药。"	"Bean bacterial leaf spot"	"ed00208"	"病菌可在种子及病残体上越冬，借风雨、灌溉水传播蔓延。病菌发育适温25～27℃，48～49℃经10分钟致死。苗期至结荚期阴雨或降雨天气多，雨后易见此病发生和蔓延。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/菜豆细菌叶斑病.jpg"
"17"	"主要侵染叶片、叶柄、茎部、豆荚等"	"南、北方均有发生"	"又称细菌性叶烧病。南、北方均有发生，从幼苗到成株均可发病，主要侵染叶片、叶柄、茎部、豆荚等。叶片染病病斑初呈浅绿色小点，后变为大小不等的红褐色病斑，直径1～2毫米，因病斑中央叶肉组织细胞分裂快，体积增大，细胞木栓化隆起，形成小疱状斑，表皮破裂后似火山口成为斑疹状，发病重的叶片上病斑累累，融合后形成大块变褐枯斑，似火烧状；豆荚染病初生红褐色圆形小点，后变成黑褐色枯斑。"	"细菌"	"菜用大豆细菌斑疹病"	"油菜黄单胞菌大豆致病变种"	"Xanthomonas campestris pv．glycines(Nakano)Dye异名X．campestris pv．Phaseoli (E．F．Smith)Dye var．sojensis(Hed．)Starr．&Burk．"	"除侵染大豆外，还可为害菜豆。"	"细菌性叶烧病"		"菌体杆状，大小0．6～0.7×1．3～1．5微米，无荚膜，无芽孢，极生单鞭毛，革兰氏染色阴性，好气性。在肉汁胨琼脂培养基上形成黄色圆形菌落，表面光滑，全缘，似奶油状，能液化明胶，石蕊牛乳凝固变蓝色，能水解淀粉，不产生亚硝酸盐，能产生硫化氢和氨。病菌发育适温25～32℃，最高38℃，最低10℃。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用抗病品种、精选无病种子，必要时进行种子消毒。(2)与禾本科作物实行3～4年以上轮作。收获后及时深翻，以减少菌源。(3)必要时喷洒1：1：160倍式波尔多液或30％碱式硫酸铜悬浮剂400倍液、30％氧氯化铜悬浮剂800倍液。"	"Soybean bacterial pustule"	"ed00209"	"病菌主要在病种子及病残体上越冬，成为翌年的初侵染源，在田间借风雨传播进行再侵染。菜用大豆开花期至收获前发生较多，除侵染大豆外，还可为害菜豆。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/菜用大豆细菌斑疹病.jpg"
"18"	"为害叶、叶柄、茎和荚"		"蚕豆叶烧病为害叶、叶柄、茎和荚。叶片染病初生深红色小点，扩展后呈圆形至椭圆形至不规则形，大小9～15毫米，后期病斑中间浅褐色，干且薄，易碎或脱落。病斑边缘隆起，深红色，生在叶缘或主脉两侧，最后全叶黄枯而死。叶柄染病深红色，长椭圆形。茎染病产生纺锤形稍凹陷斑。湿度大时叶片基部和叶柄变黑软化。"	"细菌"	"蚕豆(假单胞)叶烧病"	"蚕豆叶烧假单胞菌"	"Pseudomonas viciae Uyede"	"蚕豆"			"菌体杆状，大小0．5～0.8×1．2～2．0微米，极生2～4根鞭毛，无芽孢，革兰氏染色阴性，好气，兼性嫌气。生长适温偏低，最高30℃，最低4℃，致死温度49℃。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见蚕豆茎疫病。"	"Broad bean bacterial leaf blight"	"ed00210"	"参见蚕豆茎疫病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/蚕豆(假单胞)叶烧病.jpg"
"19"	"茎"		"初在蚕豆茎顶端生黑色短条斑或小斑块，稍凹陷，高温高湿条件下病斑迅速扩展向茎下方蔓延，长达15～20厘米或达茎的2／3，病茎变黑，软化呈粘性或收缩成线状，后期叶片逐渐萎蔫，腐烂死亡；气候干燥或天旱，病情扩展缓慢，一直表现为不规则形至长圆形病斑。该病茎大部分变黑，上方叶片枯萎脱落，仅留下黑化的茎端。"	"细菌"	"蚕豆茎疫病"	"蚕豆茎疫病假单胞菌"	"Pseudomonas  fabae(Yu)Burkholder"	"除为害蚕豆外，还为害菜豆、豌豆、大豆、羽扁豆等。"	"蚕豆茎枯病"		"菌体杆状，大小1.1～2．8×0．8～1．1微米，单生或双生，无芽孢有荚膜，具极生鞭毛1～4根，革兰氏染色阴性。生长适温35℃，最高37～38℃，最低4℃，52～53℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"防治方法(1)选用抗病品种，建立无病留种田，防止种子带菌传播。(2)发病初期，喷洒72％农用硫酸链霉素可溶性粉剂或新植霉素4000倍液、50％琥胶肥酸铜可湿性粉剂500倍液、30％碱式硫酸铜悬浮剂400倍液、77％可杀得可湿性微粒粉剂500～600倍液，隔7～10天1次，防治2次或3次。采收前3天停止施药。"	"Broad bean bacterial stem blight"	"ed00211"	"主要通过种子传播，从气孔或伤口侵入，经几天潜育即见发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/蚕豆茎疫病.jpg"
"20"	"叶、茎、荚、种子"		"刀豆叶、茎、荚、种子均可染病，病部先生水渍状小斑点，后逐渐扩展，变为褐色或红褐色，荚染病多为红褐色，病斑圆形或不规则，荚、茎部染病的常溢有菌脓，似粘液层，干后呈干酪状，严重的病斑蔓延到豆粒上，致豆粒腐败和带菌。"	"细菌"	"刀豆细菌性疫病"	"油菜黄单胞菌"	"Xanthomonas campestris pv．Phaseoli (Smith)Dye"	"刀豆"			"参见豇豆细菌性疫病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见豇豆细菌性疫病。"	"Sword bean bacterial common blight"	"ed00212"	"参见豇豆细菌性疫病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/刀豆细菌性疫病.jpg"
"21"	"果实"		"主要为害果实，初呈水渍状，后逐渐变软，病部凹陷，内部组织腐烂，常因此病致瓜条折断落地，病瓜具恶臭味。"	"细菌"	"冬瓜、节瓜软腐病"	"胡萝卜软腐欧氏杆菌胡萝卜软腐亚种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．(Erwinia aroideae  (Towns．)Holland)"	"除侵染冬瓜外，还侵染十字花科、茄科蔬菜及芹菜、莴苣等。"			"菌体短杆状，周生2～8根鞭毛。革兰氏染色阴性，生长发育适温25～30℃，最高40℃，最低2℃，50℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)及时防治冬瓜、节瓜害虫，减少虫伤。(2)必要时喷洒碱式硫酸铜悬浮剂300～400倍液或50％琥胶肥酸铜可湿性粉剂500倍液、72％农用硫酸链霉素可溶性粉剂4000倍液、77％可杀得可湿性微粒粉剂500倍液、47％加瑞农可湿性粉剂800～1000，倍液、56％靠山水分散微颗粒剂800倍液，隔7～10天1次，连续防治2～3次。采收前5天停止用药。"	"Chinese waxgourd and Chiehqua bacterial soft rot"	"ed00213"	"病菌随病残体在土壤中越冬。翌年，借雨水、灌溉水及昆虫传播，由伤口侵入。病菌侵入后分泌果胶酶溶解中胶层，导致细胞分崩离析，致细胞内水分外溢，引起腐烂。阴雨天或露水未落干时整枝打权，或虫伤多发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/冬瓜、节瓜软腐病.jpg"
"22"	"主要为害叶片、叶柄和果实，有时也侵染茎"		"主要为害叶片、叶柄和果实，有时也侵染茎。苗期至成株期均可受害。真叶染病，初为鲜绿色水浸状斑，渐变淡褐色，病斑受叶脉限制呈多角形，黄褐色，湿度大时叶背溢有乳白色浑浊水珠状菌脓，病部质脆易穿孔，别于霜霉病。茎、叶柄染病，侵染点出现水浸状小点，沿茎沟纵向扩展，呈短条状，湿度大时也见菌脓，严重的纵向开裂呈水浸状腐烂，变褐干枯，表层残留白痕。果实染病，出现水浸状小斑点，扩展后不规则或连片，病部溢出大量污白色菌脓，病菌侵入种子，致种子带菌。"	"细菌"	"冬瓜、节瓜细菌性角斑病"	"丁香假单胞杆菌，流泪致病变种(黄瓜角斑病假单胞菌)"	"Pseudomonas syringae pv．1achrymans(Smith et Bryan)Young，Dye&Wilkie"	"除侵染冬瓜、节瓜外，还侵染葫芦、西葫芦、丝瓜、甜瓜、西瓜、黄瓜、笋瓜等。"			"Pseudomonas syringae pv．1achrymans(Smith et Bryan)Young，Dye&Wilkie称丁香假单胞杆菌，流泪致病变种(黄瓜角斑病假单胞菌)，属细菌。菌体短杆状相互呈链状连接，具端生鞭毛1～5根，大小0．7～0．9×1．4～2微米，有荚膜，无芽孢，革兰氏染色阴性，在金氏B平板培养基上，菌落白色，近圆或略呈不规则形，扁平，中央凸起，污白色，不透明，具同心环纹，边缘一圈薄且透明，菌落直径5～7毫米，外缘有放射状细毛状物，具黄绿色荧光。生长适温24～28℃，最高39℃，最低4℃，48～50℃经10分钟致死."	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用耐病品种，(2)从无病瓜上选留种，瓜种可用70℃恒温干热灭菌72小时，或50℃温水浸种20分钟，捞出晾干后催芽播种；还可用次氯酸钙300倍液，浸种30～60分钟，或40％福尔马林150倍液浸1．5小时或100万单位硫酸链霉素500倍液浸种2小时，冲洗干净后催芽播种。(3)无病土育苗，与非瓜类作物实行2年以上轮作，加强田间管理，生长期及收获后清除病叶，及时深埋。(4)保护地冬瓜重点抓好生态防治，方法见霜霉病，须用药时可选粉尘法：喷撒10％乙滴粉尘剂，或5％百菌清或10％脂铜粉尘剂，每667m 2 1kg。(5)露地推广避雨栽培，开展预防性药剂防治，于发病初期或蔓延开始期喷洒72％农用硫酸链霉素或新植霉素4000～5000倍液、47％加瑞农可湿性粉剂800～1000倍液、14％络氨铜水剂300倍液、77％可杀得可湿性粉剂500倍液。霜霉病、细菌性角斑病混发时可喷洒60％琥•乙膦铝或70％乙•锰可湿性粉剂500倍液、72％霜脲锰锌可湿性粉剂800倍液，对兼治两病有效，每667m 2 喷对好的药液60～70升，采收前5天停止用药。(6)可施用VA菌根Glomus macrocarpum可减轻冬瓜细菌性角斑病的发生。"	"Chinese waxgourd and Chiehqua angular leaf spot"	"ed00214"	"病原菌在种子内、外或随病残体在土壤中越冬，成为翌年初侵染源。病菌由叶片或果实伤口、自然孔口侵入，进入胚乳组织或胚幼根的外皮层，造成种子内带菌。此外，采种时病瓜接触污染的种子致种子外带菌。且可在种子内存活1年，土壤中病残体上的病菌可存活3～4个月，生产上如播种带菌种子，出苗后子叶发病，病菌在细胞间繁殖，冬瓜病部溢出的菌脓，借大量雨珠下落，或结露及叶缘吐水滴落、飞溅传播蔓延，进行多次重复侵染。露地冬瓜蹲苗结束后，随雨季到来和田间浇水开始，始见发病，病菌靠气流或雨水逐渐扩展开来，一直延续到结瓜盛期，后随气温下降，病情缓和。发病温限10～30℃，适温24～28℃，适宜相对湿度70％以上易发病，病斑大小与湿度相关：夜间饱和湿度大于6小时，叶片上病斑大且典型；湿度低于85％，或饱和湿度持续时间不足3小时，病斑小；昼夜温差大，结露重且持续时间长，发病重。在田间浇水次日，叶背出现大量水浸状病斑或菌脓。有时，只要有少量菌源即可引起该病发生和流行。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/冬瓜、节瓜细菌性角斑病.jpg"
"23"	"主要为害果实"		"番茄假单胞果腐病主要为害果实。发病初期出现不规则形褪绿斑，病斑先发白，后逐渐软化而腐烂，内部果肉变为黄褐色至黑褐色，致全果腐烂，里边呈一包稀泥状，流出黄褐色脓水，但无臭味别于软腐病。"	"细菌"	"番茄假单胞果腐病"	"假单胞杆菌属的荧光假单胞菌生物型Ⅱ"	"Pseudomonas fluorescers biovarⅡ(Trevisan)Migula"	"番茄"			"Pseudomonas fluorescers biovarⅡ(Trevisan)Migula称假单胞杆菌属的荧光假单胞菌生物型Ⅱ。菌体短杆状，短链生，极生2根鞭毛，有荚膜，无芽孢，大小1．4～2．0× 1．0～1．1微米，革兰氏染色阴性，好气性。肉汁胨琼脂平面上菌落白色圆形，薄且光滑，边缘整齐不透明。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)要注意轮作，不要与茄科作物连作。(2)棚室栽培番茄要注意调节温度，避免低温高湿条件出现。(3)采用避雨栽培，严禁大水漫灌，浇水时防止水滴溅起，是防止该病的重要措施。(4)发病初期喷洒72％农用硫酸链霉素可溶性粉剂4000倍液或47％加瑞农可湿性粉剂800倍液、30％碱式硫酸铜悬浮剂400倍液、50％琥胶肥酸铜可湿性粉剂500倍液、77％可杀得可湿性微粒粉剂500倍液、56％靠山水分散微颗粒剂700～800倍液，每667m 2 喷对好的药液65～70升，隔7～10天1次，连续防治2～3次，采收前3天停止用药。"	"Tomato bacterial fruit rot"	"ed00215"	"病原细菌在土壤中越冬，主要通过雨水或水滴溅射传播蔓延，农事操作，人为接触、果实相碰都可传播，病菌从伤口或水孔侵入，该病在夏季雨季易发病，果实常常尚未成熟引起全果腐烂，严重的烂果遍地。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/番茄假单胞果腐病.jpg"
"24"	"茎"		"近年细菌性髓部坏死病已在我国个别地区棚室或露地发现。发病初期嫩叶褪绿，严重的植株上部褪绿和萎蔫，伴随着下部茎坏死，病茎表面初生褐色至黑褐色斑，外部变硬，纵剖病茎可见髓部变成黑色或出现坏死，维管束褐变，这些病变多发生在植株外部无病变的地方，髓部发生病变的地方则长出很多不定根。生产上当下部茎被感染时，常造成全株死亡。湿度大时菌脓从茎伤口和不定根溢出，别于溃疡病。"	"细菌"	"番茄细菌性髓部坏死病"	"皱纹假单胞菌(番茄髓部坏死病假单胞菌)"	"Pseudomonas corrugata Roberts et Scarlett"	"番茄"		"非荧光假单胞细菌"	"Pseudomonas corrugata Roberts et Scarlett称皱纹假单胞菌(番茄髓部坏死病假单胞菌)，属非荧光假单胞细菌。积累PHB。具多根极生鞭毛。菌落起皱，淡黄色，有时中央绿色，因菌龄和培养基的差别，菌落呈土黄色至淡黄褐色，产生黄色至黄绿色扩散性非荧光色素。该菌暂列入假单胞杆菌属第五部分。它不能水解果胶酶，也不能使洋葱片腐烂，不能利用D一阿拉伯糖、纤维二糖、己二酸盐、内消旋一酒石酸盐，别于洋葱假单胞菌(P．cepacia)和唐菖蒲假单胞菌(P．gladioli)。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)施用酵素菌沤制的堆肥或充分腐熟的有机肥，采用配方施肥技术，避免氮肥施用过多。(2)避免高湿条件出现。(3)发病初期喷洒77％可杀得可湿性粉剂400～500倍液或14％络氨铜水剂300倍液50％琥胶肥酸铜可湿性粉剂500倍液、1:1: 200倍式波尔多液等，隔10天左右1次，防治1次或2次。采收前3天停止用药。"	"Tomato bacterial pith necrosis"	"ed00216"	"病原细菌最初在番茄和苜蓿上存在，经常在第一个坐果完成到成熟的绿果期发病，该病在田间的分布是随机的。容易在低夜温，高氮及高湿条件下发生。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/番茄细菌性髓部坏死病.jpg"
"25"	"主要为害叶柄基部或根茎部"		"主要为害叶柄基部或根茎部，初现水渍状不规则形凹陷斑，浅褐色，湿度大条件下呈湿腐状，后变黑发臭。"	"细菌"	"根芹菜软腐病"	"胡萝卜软腐欧文氏菌胡萝卜软腐致病变种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．[Erwinia aroideae(Towns．)Holland]"	"根芹菜、胡萝卜等"			"参见青花菜软腐病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见青花菜软腐病。"	"Root celery bacterial soft rot"	"ed00217"	"参见青花菜软腐病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/根芹菜软腐病.jpg"
